GeneID,IU_Finnerty_Estrus_n1,IU_Finnerty_Estrus_n2,IU_Finnerty_Estrus_n3,IA_Finnerty_Estrus_n1,IA_Finnerty_Estrus_n2,IA_Finnerty_Estrus_n3
Slfn4,41.0,57.0,36.0,9.0,14.0,8.0
Evc2,1929.0,2436.0,4091.0,1510.0,1635.0,2182.0
Bet1,1030.0,1108.0,1341.0,978.0,1256.0,1102.0
Ndrg1,1934.0,5182.0,5029.0,1657.0,847.0,2743.0
Mx2,185.0,302.0,246.0,163.0,125.0,206.0
Chil1,57.0,52.0,16.0,6.0,0.0,5.0
Tnfsf12,635.0,1253.0,1474.0,549.0,539.0,774.0
Ndufb4,1101.0,957.0,1577.0,975.0,958.0,1031.0
Nfkbid,57.0,82.0,98.0,57.0,42.0,52.0
Mif4gd,2821.0,3146.0,4898.0,2823.0,2786.0,3528.0
Cldn4,131.0,835.0,1139.0,597.0,335.0,1327.0
1700052K11Rik,286.0,355.0,444.0,287.0,289.0,266.0
Nde1,1268.0,1444.0,3823.0,1434.0,1357.0,1332.0
Rsph4a,1470.0,1125.0,2655.0,12318.0,15643.0,21492.0
Tmem63b,2082.0,2394.0,3078.0,2325.0,2754.0,2423.0
Tbl2,1008.0,1379.0,1817.0,939.0,1193.0,985.0
Zfp952,474.0,534.0,804.0,398.0,475.0,621.0
Cidec,4.0,2.0,4.0,10.0,11.0,21.0
Avpi1,626.0,659.0,1019.0,1099.0,822.0,1244.0
Snora61,41.0,44.0,46.0,15.0,33.0,27.0
Smim10l1,2309.0,2442.0,3429.0,1969.0,2270.0,2667.0
Rab3gap2,2578.0,2920.0,4074.0,2299.0,2909.0,2794.0
Ikzf2,1353.0,1225.0,1879.0,1275.0,1677.0,1951.0
Igkv4-80,2.0,29.0,5.0,28.0,9.0,0.0
Pgk1,11341.0,15502.0,16035.0,18825.0,20630.0,15051.0
Pign,1515.0,1550.0,2301.0,1436.0,1778.0,1746.0
Usp12,1597.0,1753.0,2834.0,1528.0,1907.0,2375.0
Gm16089,129.0,83.0,91.0,92.0,104.0,53.0
Aopep,508.0,790.0,1000.0,533.0,549.0,591.0
Znfx1,4912.0,5629.0,8197.0,3810.0,4630.0,4674.0
Mcub,194.0,342.0,319.0,313.0,157.0,209.0
Il5ra,108.0,56.0,0.0,4.0,18.0,0.0
Inpp1,726.0,841.0,1417.0,905.0,1357.0,1305.0
Tmem59l,301.0,81.0,294.0,122.0,156.0,253.0
Tmco2,0.0,0.0,2.0,0.0,0.0,0.0
Smtn,8864.0,13503.0,23986.0,6339.0,4098.0,1883.0
Piga,284.0,309.0,410.0,274.0,313.0,367.0
Pcgf2,1617.0,2317.0,3438.0,1609.0,1811.0,2202.0
Ahcy,1805.0,2006.0,2828.0,1596.0,1603.0,1764.0
Uqcrb,2867.0,2120.0,3102.0,2246.0,2793.0,2229.0
Tbc1d7,380.0,362.0,554.0,356.0,464.0,459.0
Derl3,615.0,1962.0,1502.0,2418.0,1167.0,886.0
Dnajb11,4234.0,4207.0,5065.0,5552.0,5977.0,3621.0
Rhot1,1832.0,1774.0,2927.0,1671.0,1991.0,2081.0
Tnfaip8l3,1471.0,155.0,544.0,122.0,534.0,210.0
Zbtb22,1640.0,2190.0,2870.0,2025.0,1919.0,2386.0
Rsc1a1,1.0,1.0,1.0,1.0,2.0,1.0
Nploc4,2573.0,2625.0,4112.0,2510.0,3154.0,3200.0
Zw10,725.0,749.0,1174.0,736.0,868.0,940.0
1110065P20Rik,379.0,461.0,728.0,463.0,459.0,395.0
Mpzl2,946.0,1127.0,1059.0,406.0,241.0,513.0
Tes,3153.0,5606.0,5943.0,2874.0,3527.0,3097.0
Os9,8925.0,12174.0,13318.0,10626.0,11526.0,11571.0
Tomm6,2004.0,1586.0,2595.0,1858.0,1915.0,1899.0
Socs7,1969.0,2301.0,6441.0,1683.0,2225.0,2189.0
Tmem184b,3133.0,3968.0,5487.0,3739.0,4068.0,4227.0
Tfb2m,776.0,818.0,1335.0,681.0,935.0,1007.0
Adam1a,72.0,100.0,195.0,63.0,85.0,126.0
Cdk2ap1,1603.0,1610.0,2402.0,1691.0,1661.0,1520.0
Ostn,120.0,59.0,35.0,10.0,130.0,6.0
Sumo1,1723.0,1801.0,2676.0,1682.0,1988.0,2400.0
Krt10,126.0,181.0,332.0,154.0,155.0,213.0
Gm11964,189.0,224.0,334.0,136.0,134.0,151.0
Mydgf,2595.0,2715.0,3344.0,3166.0,3255.0,2260.0
Orai3,1872.0,2074.0,2939.0,2133.0,2338.0,2682.0
Cnot7,1759.0,1814.0,3184.0,1794.0,2109.0,2660.0
Ldah,1619.0,1513.0,2667.0,1428.0,1623.0,1810.0
Cd81,18663.0,22130.0,28587.0,18266.0,15589.0,19707.0
Dusp4,28.0,85.0,73.0,16.0,17.0,20.0
Fam83f,172.0,240.0,258.0,117.0,134.0,193.0
Rpl36al,3639.0,3837.0,4887.0,3510.0,4044.0,3643.0
Zfp2,251.0,353.0,518.0,311.0,219.0,486.0
Dohh,1270.0,1524.0,2253.0,1159.0,1489.0,1664.0
Cldn3,4503.0,7079.0,18239.0,8888.0,7378.0,12719.0
Dusp5,158.0,226.0,356.0,204.0,157.0,218.0
Itpa,919.0,728.0,1246.0,905.0,989.0,916.0
Rab27a,722.0,895.0,1382.0,692.0,951.0,1030.0
Gm17597,6.0,7.0,19.0,8.0,3.0,11.0
Jade1,1486.0,2621.0,4273.0,2790.0,2788.0,4751.0
Akr1c14,25538.0,4103.0,9318.0,1327.0,9039.0,2611.0
Aph1a,2017.0,2169.0,2825.0,1734.0,2218.0,2428.0
Mogs,1956.0,1783.0,2294.0,1603.0,2184.0,1636.0
Avl9,2744.0,3089.0,6704.0,2360.0,3228.0,3390.0
Trmt2a,1463.0,1541.0,2442.0,1462.0,1663.0,2114.0
Tceal6,35.0,39.0,47.0,24.0,33.0,23.0
Dusp1,475.0,725.0,1077.0,261.0,429.0,364.0
Cfb,1924.0,4228.0,2256.0,796.0,744.0,646.0
Hgfac,1567.0,1311.0,731.0,331.0,633.0,515.0
Ahctf1,2223.0,2262.0,4262.0,1970.0,2903.0,2899.0
Ythdf2,1909.0,1690.0,2608.0,1522.0,2128.0,1912.0
Mak16,768.0,564.0,970.0,491.0,785.0,593.0
Tcirg1,1973.0,2078.0,2934.0,1666.0,1529.0,1509.0
Lgr6,1510.0,572.0,944.0,985.0,1634.0,866.0
4933432I03Rik,0.0,0.0,0.0,2.0,0.0,0.0
Gm14207,105.0,231.0,212.0,36.0,121.0,73.0
Psma1,3410.0,3179.0,4567.0,3540.0,3968.0,4057.0
Dtd1,547.0,864.0,1542.0,583.0,574.0,711.0
Nsd2,1470.0,1629.0,2487.0,1574.0,1967.0,1962.0
Ciao2b,703.0,711.0,1063.0,713.0,848.0,771.0
Ak4,392.0,224.0,379.0,215.0,286.0,199.0
Ssb,4589.0,3695.0,6518.0,3930.0,5032.0,4750.0
R3hdm4,2225.0,2698.0,3275.0,1811.0,1998.0,1689.0
Kcns1,11.0,28.0,77.0,40.0,23.0,48.0
Gm7168,0.0,4.0,18.0,2.0,4.0,2.0
Selenok,2942.0,3770.0,4482.0,3439.0,3691.0,3788.0
Rubcn,2001.0,2603.0,3485.0,1741.0,2213.0,2535.0
Sirt5,291.0,345.0,662.0,296.0,292.0,491.0
B4galt7,441.0,468.0,692.0,443.0,520.0,492.0
Klk1b11,67.0,80.0,51.0,5.0,6.0,2.0
Nom1,994.0,1088.0,1797.0,1014.0,1143.0,1179.0
Card14,6.0,17.0,37.0,17.0,15.0,11.0
Eno1,21764.0,20367.0,23844.0,23923.0,25919.0,17841.0
Sgta,3844.0,4306.0,6369.0,3490.0,4147.0,4212.0
Kcnh2,2329.0,3325.0,4545.0,2210.0,2163.0,1497.0
C9orf72,566.0,558.0,964.0,472.0,621.0,688.0
Acot7,1058.0,1699.0,2982.0,1192.0,1091.0,1348.0
Gm20235,1.0,17.0,23.0,12.0,12.0,20.0
Chrac1,820.0,838.0,1437.0,894.0,1023.0,1180.0
Mkks,874.0,879.0,1244.0,775.0,965.0,927.0
Alox12e,3819.0,7486.0,12671.0,11061.0,8086.0,8322.0
Cnp,5348.0,4388.0,8586.0,5668.0,4249.0,5169.0
Tceal1,695.0,778.0,1194.0,828.0,821.0,1237.0
Psme4,4301.0,4313.0,6284.0,4635.0,5916.0,5717.0
Gsk3a,2092.0,2276.0,3381.0,1991.0,2206.0,2190.0
Tspan11,97.0,329.0,502.0,310.0,174.0,203.0
Supt7l,917.0,1093.0,1477.0,925.0,1003.0,1116.0
Uqcrh-ps1,30.0,42.0,44.0,36.0,35.0,35.0
Gm9794,4750.0,5730.0,7810.0,3617.0,5239.0,5785.0
Gfpt1,10933.0,12417.0,12966.0,9123.0,13480.0,8902.0
Mtr,879.0,1026.0,1730.0,1102.0,1417.0,1305.0
Sigirr,741.0,648.0,785.0,524.0,636.0,806.0
Gm9222,259.0,274.0,372.0,259.0,264.0,304.0
Mrpl42,1681.0,1150.0,2527.0,1283.0,1384.0,1424.0
Klk11,1235.0,2148.0,2477.0,1516.0,1635.0,2492.0
Lrrc3,127.0,167.0,246.0,102.0,120.0,239.0
Mbd6,5103.0,4600.0,6942.0,3728.0,4597.0,3960.0
Sprr2b,56.0,90.0,14.0,27.0,4.0,0.0
Gng7,320.0,445.0,750.0,337.0,421.0,547.0
Edrf1,1049.0,1050.0,1560.0,802.0,1089.0,1240.0
Urgcp,1697.0,2100.0,3151.0,1664.0,2056.0,2649.0
Zfp551,138.0,148.0,241.0,143.0,119.0,166.0
Ankrd12,1812.0,2039.0,2935.0,1218.0,1827.0,1992.0
Ptk2b,3832.0,3493.0,7538.0,3649.0,4870.0,4741.0
Ddost,12448.0,13430.0,14683.0,14490.0,15411.0,10563.0
Gm20762,23.0,23.0,53.0,10.0,14.0,22.0
Gtpbp6,322.0,430.0,613.0,336.0,346.0,468.0
Magix,233.0,544.0,694.0,485.0,501.0,925.0
Cox8a,9324.0,8297.0,13000.0,6935.0,8003.0,7102.0
Dhx36,2124.0,2157.0,3703.0,1943.0,2469.0,2731.0
Stradb,669.0,709.0,1083.0,560.0,612.0,830.0
Slc25a38,704.0,820.0,1471.0,740.0,747.0,821.0
Pacsin1,959.0,905.0,1227.0,965.0,1563.0,900.0
Irgm2,1348.0,2337.0,2417.0,1371.0,1166.0,1369.0
Senp8,381.0,341.0,594.0,386.0,455.0,545.0
Reg3g,0.0,0.0,0.0,0.0,0.0,2.0
Dhdds,1928.0,2541.0,3146.0,2180.0,2414.0,2962.0
P4ha3,336.0,47.0,49.0,30.0,88.0,46.0
Adipor1,3854.0,5651.0,7615.0,3873.0,4548.0,6409.0
Serbp1,14586.0,12680.0,21237.0,10889.0,14860.0,13882.0
Crlf1,8556.0,1696.0,809.0,823.0,1198.0,543.0
Snx9,1905.0,2355.0,3150.0,1943.0,2208.0,2461.0
Itpkc,292.0,393.0,640.0,305.0,422.0,514.0
Parg,1256.0,1408.0,2342.0,1472.0,1618.0,2024.0
Actg1,27790.0,29140.0,40855.0,25803.0,39514.0,29718.0
Crem,559.0,672.0,927.0,644.0,701.0,751.0
Gabre,21.0,63.0,78.0,25.0,49.0,37.0
Ptbp3,6108.0,6841.0,11598.0,6678.0,7705.0,8442.0
Fam120aos,1076.0,1613.0,2212.0,1088.0,830.0,1514.0
Ccdc167,833.0,1378.0,1608.0,889.0,963.0,886.0
Gpr108,4167.0,4782.0,5273.0,4522.0,4335.0,4312.0
Purg,190.0,203.0,341.0,137.0,160.0,184.0
Paox,352.0,804.0,712.0,395.0,417.0,462.0
Atp11a,19494.0,26988.0,35716.0,30636.0,22361.0,20555.0
Map2k4,6317.0,4134.0,5318.0,3024.0,7318.0,3212.0
Adamts8,175.0,270.0,351.0,230.0,164.0,147.0
Tox3,1091.0,1308.0,1698.0,558.0,601.0,717.0
Gm9209,26.0,17.0,25.0,13.0,16.0,11.0
COX2,4170.0,5172.0,5910.0,2370.0,2811.0,2615.0
5730409E04Rik,1016.0,1198.0,1968.0,754.0,721.0,944.0
Nampt,1646.0,2238.0,2971.0,1642.0,1685.0,2084.0
Cxcr5,106.0,88.0,113.0,90.0,87.0,82.0
Atg7,1422.0,1686.0,2290.0,1537.0,1625.0,1924.0
Fbxo42,1580.0,1810.0,2775.0,1495.0,2002.0,2118.0
Pllp,1612.0,3237.0,3182.0,2202.0,1676.0,3063.0
Mrgbp,514.0,481.0,785.0,472.0,530.0,654.0
H2ac7,4.0,7.0,4.0,10.0,4.0,1.0
Orc5,750.0,698.0,1256.0,668.0,810.0,943.0
Ubl5,3010.0,3330.0,4165.0,3231.0,3482.0,4305.0
Per3,1817.0,1223.0,1903.0,904.0,2570.0,2989.0
Il17b,41.0,39.0,55.0,30.0,21.0,22.0
Dok7,136.0,107.0,196.0,74.0,138.0,87.0
Sdf2l1,2117.0,3150.0,2564.0,5089.0,4408.0,1880.0
Htr6,0.0,2.0,2.0,2.0,0.0,0.0
Prss28,2.0,0.0,0.0,16.0,18.0,24.0
Sf3a2,2440.0,2610.0,4306.0,2570.0,3013.0,3205.0
Zfp715,885.0,964.0,1562.0,713.0,1062.0,1109.0
Sgpl1,2925.0,5063.0,5776.0,3671.0,4065.0,5012.0
Zfp36l1,14606.0,22759.0,28825.0,15037.0,15489.0,18040.0
Uchl4,22.0,38.0,42.0,18.0,35.0,22.0
4732491K20Rik,86.0,88.0,150.0,105.0,142.0,179.0
Cebpg,2020.0,2207.0,3446.0,2087.0,2770.0,3094.0
Palmd,513.0,552.0,767.0,392.0,548.0,387.0
Lman2,8791.0,10802.0,12923.0,9656.0,10924.0,9217.0
Efna3,29.0,73.0,109.0,54.0,58.0,44.0
Ppib,4766.0,5164.0,6460.0,5934.0,6284.0,4391.0
Cox6a1,7308.0,5769.0,8369.0,5915.0,6878.0,5143.0
Ddx51,828.0,829.0,1436.0,651.0,805.0,851.0
Gm12174,313.0,454.0,521.0,252.0,270.0,334.0
Ino80,1986.0,1749.0,2948.0,1524.0,2785.0,1848.0
Gm13552,24.0,12.0,19.0,19.0,11.0,11.0
Eno3,254.0,295.0,593.0,320.0,412.0,453.0
Ndufa1,1473.0,1434.0,1800.0,1302.0,1394.0,1323.0
Arvcf,997.0,1328.0,7360.0,1237.0,1058.0,2220.0
Fam110d,1073.0,1319.0,1865.0,597.0,620.0,939.0
Cdh18,6.0,4.0,3.0,9.0,4.0,4.0
Qtrt1,678.0,575.0,915.0,611.0,657.0,842.0
Twnk,1064.0,962.0,1627.0,879.0,1432.0,1360.0
A1bg,0.0,0.0,0.0,0.0,2.0,0.0
M6pr,10982.0,11077.0,14162.0,9515.0,9846.0,9103.0
Dst,36940.0,36768.0,61567.0,27910.0,52906.0,28730.0
Slc5a6,363.0,516.0,826.0,355.0,334.0,644.0
Hpgds,10748.0,12866.0,7979.0,4814.0,8348.0,2895.0
Ly6g6d,156.0,172.0,285.0,95.0,84.0,180.0
Uqcr10,2799.0,2020.0,3188.0,1913.0,2357.0,1863.0
Frk,2668.0,2392.0,2952.0,2151.0,2614.0,2416.0
Gm10080,725.0,549.0,1146.0,364.0,626.0,466.0
Lbr,1233.0,1368.0,2238.0,1097.0,1216.0,1492.0
Mrpl54,1812.0,1502.0,2282.0,1830.0,2167.0,1826.0
Cd14,1014.0,2192.0,2539.0,801.0,585.0,1635.0
Gm11826,114.0,87.0,136.0,88.0,104.0,114.0
Fam118b,561.0,562.0,975.0,722.0,798.0,820.0
Mthfd1l,209.0,168.0,252.0,413.0,515.0,417.0
Fech,2653.0,2806.0,4592.0,2438.0,2588.0,3048.0
Sel1l,6642.0,8134.0,10449.0,6815.0,8575.0,8025.0
Ctr9,4826.0,3437.0,4851.0,2574.0,5353.0,3346.0
Smarcc2,8156.0,10087.0,13262.0,7663.0,9460.0,9301.0
ND4L,395.0,326.0,330.0,225.0,271.0,187.0
Ap1s2,13905.0,6317.0,17950.0,7691.0,12744.0,10340.0
Ybx3,3184.0,3334.0,5433.0,3151.0,3269.0,2956.0
Exosc5,1070.0,813.0,1305.0,779.0,1075.0,833.0
Add2,451.0,150.0,67.0,16.0,69.0,29.0
Lrrc15,41.0,12.0,50.0,16.0,25.0,12.0
Rnf169,1321.0,1725.0,2431.0,1323.0,1646.0,1817.0
Vcpip1,1789.0,1743.0,2403.0,1310.0,1921.0,1638.0
Tubgcp4,660.0,694.0,1092.0,601.0,771.0,485.0
Cxcl3,0.0,2.0,0.0,0.0,0.0,0.0
Tpi1,12747.0,13422.0,16344.0,13538.0,14015.0,10711.0
Gm20604,0.0,0.0,0.0,0.0,0.0,0.0
Pex6,2452.0,2973.0,4158.0,2660.0,2797.0,4075.0
Abca7,635.0,1108.0,836.0,736.0,873.0,485.0
Dgkq,598.0,649.0,1246.0,584.0,763.0,849.0
Smpd1,1140.0,1388.0,1827.0,1217.0,1054.0,1538.0
Apbb3,803.0,861.0,2258.0,519.0,622.0,803.0
Utp11,917.0,908.0,1537.0,831.0,924.0,1079.0
Sdf4,6922.0,9896.0,12625.0,7929.0,8147.0,9600.0
Tlr3,1515.0,1655.0,2339.0,1493.0,1422.0,1444.0
Cmas,1011.0,931.0,1323.0,926.0,1279.0,1023.0
Mt2,2232.0,2628.0,5352.0,3267.0,3143.0,3891.0
Mtres1,582.0,745.0,924.0,522.0,645.0,570.0
Suv39h2,103.0,78.0,219.0,77.0,108.0,70.0
Mro,123.0,88.0,146.0,192.0,400.0,169.0
Mrpl2,1283.0,1063.0,1671.0,1060.0,1288.0,1166.0
COX3,1552.0,1693.0,1694.0,978.0,1223.0,1273.0
Mad2l2,491.0,554.0,679.0,419.0,539.0,428.0
Styk1,147.0,108.0,306.0,69.0,104.0,103.0
Dapp1,1055.0,1325.0,1575.0,1187.0,1079.0,1406.0
Hnrnpd,4742.0,4417.0,7071.0,4914.0,5672.0,5107.0
Oaz1-ps,119.0,107.0,261.0,107.0,130.0,142.0
Lrp4,576.0,1016.0,2509.0,1174.0,847.0,1689.0
Actr1b,3471.0,3433.0,5076.0,3333.0,4173.0,3497.0
Exog,385.0,341.0,541.0,291.0,474.0,400.0
E130311K13Rik,304.0,392.0,473.0,222.0,257.0,396.0
Rpl22l1,1766.0,1697.0,2067.0,1323.0,1747.0,2185.0
Bcap31,3969.0,4256.0,5155.0,5245.0,5269.0,5885.0
Smarcd2,4899.0,5051.0,8112.0,5130.0,5629.0,7103.0
Ccdc159,120.0,214.0,346.0,175.0,167.0,249.0
Eeig1,5335.0,5713.0,8157.0,5574.0,5624.0,5739.0
Fbxo33,1655.0,1387.0,1966.0,1341.0,1684.0,1477.0
Tle5,19660.0,22419.0,32179.0,17120.0,14652.0,14486.0
Zfp472,261.0,257.0,400.0,235.0,207.0,305.0
Gm8066,287.0,376.0,580.0,239.0,200.0,171.0
Slc25a32,662.0,721.0,1174.0,531.0,797.0,851.0
Apobec2,267.0,76.0,81.0,45.0,111.0,38.0
Eif4ebp2,2546.0,3072.0,4118.0,2253.0,2813.0,2443.0
Slc23a3,30.0,42.0,42.0,107.0,44.0,41.0
Mtfr1,1352.0,1572.0,2305.0,1430.0,1777.0,2085.0
Dcaf10,1299.0,1432.0,2259.0,1134.0,1393.0,1496.0
Ube2v2,615.0,593.0,1010.0,546.0,678.0,614.0
Senp7,1172.0,1495.0,2245.0,1125.0,1359.0,1669.0
Dtd2,595.0,551.0,852.0,557.0,581.0,778.0
Tnfsf13os,77.0,142.0,151.0,216.0,132.0,173.0
Vkorc1,1049.0,1439.0,2085.0,1007.0,997.0,1667.0
1600014C23Rik,0.0,1.0,6.0,0.0,1.0,2.0
Gm12669,70.0,102.0,123.0,40.0,62.0,72.0
Ier3,6716.0,6616.0,3996.0,5012.0,7373.0,4955.0
Hdhd5,507.0,497.0,832.0,476.0,525.0,616.0
Zkscan3,1506.0,1568.0,2409.0,1078.0,1482.0,1549.0
Dnajc19,672.0,542.0,992.0,595.0,683.0,761.0
Grik3,153.0,109.0,428.0,40.0,17.0,52.0
Usp20,1511.0,1641.0,2359.0,1400.0,1594.0,2006.0
Chchd1,924.0,849.0,1346.0,817.0,822.0,861.0
Yy1,3554.0,3780.0,5682.0,2904.0,3612.0,3817.0
Slc1a7,30.0,47.0,79.0,46.0,30.0,56.0
Me1,862.0,1219.0,914.0,1010.0,861.0,871.0
Abhd10,583.0,508.0,809.0,510.0,665.0,751.0
Serpine3,16.0,11.0,30.0,9.0,21.0,23.0
Kif5b,12500.0,10302.0,17323.0,12279.0,17163.0,11582.0
Epc2,2148.0,2539.0,3962.0,2008.0,2525.0,3165.0
Zfp942,506.0,541.0,805.0,437.0,598.0,622.0
Mpc1-ps,436.0,353.0,745.0,491.0,602.0,596.0
Prdm15,556.0,553.0,931.0,509.0,625.0,596.0
Cwf19l2,814.0,958.0,1462.0,709.0,929.0,1113.0
Dnah14,834.0,742.0,1397.0,304.0,356.0,188.0
Ldhal6b,23.0,31.0,29.0,15.0,32.0,22.0
Sdcbp,9888.0,12826.0,13733.0,11353.0,12667.0,15467.0
Hnrnpa2b1,29052.0,20895.0,34630.0,22134.0,28842.0,22568.0
Ppp1r14d,620.0,446.0,447.0,153.0,388.0,147.0
Gm20383,24.0,26.0,10.0,0.0,22.0,0.0
Rbfox1,109.0,43.0,43.0,22.0,25.0,20.0
Smg7,4034.0,3588.0,6243.0,3313.0,4364.0,3893.0
C1ql1,58.0,6.0,70.0,11.0,21.0,34.0
Reps2,761.0,989.0,1126.0,562.0,726.0,789.0
Gfm2,1049.0,965.0,1606.0,915.0,1151.0,1190.0
1700096K18Rik,193.0,286.0,376.0,247.0,227.0,382.0
Ces1f,2895.0,4075.0,12806.0,2134.0,961.0,4563.0
Myd88,1540.0,1634.0,3146.0,1068.0,1319.0,1155.0
Azi2,2156.0,2720.0,3749.0,2384.0,2822.0,3110.0
P4hb,21959.0,25617.0,27807.0,27924.0,28605.0,23188.0
Zfp1,562.0,645.0,1191.0,479.0,582.0,639.0
Cog2,1698.0,2084.0,2635.0,1613.0,1857.0,1914.0
Rbm3-ps,166.0,132.0,245.0,113.0,214.0,177.0
Chmp6,417.0,425.0,682.0,382.0,508.0,420.0
Pdcd5-ps,441.0,451.0,835.0,392.0,429.0,467.0
Ndufa5,1293.0,968.0,1673.0,833.0,996.0,949.0
Sil1,2813.0,3897.0,4358.0,4008.0,3837.0,4114.0
Nedd1,863.0,896.0,1567.0,821.0,1015.0,1216.0
Ccng1,4946.0,5284.0,8725.0,4388.0,5053.0,6485.0
Commd6,750.0,815.0,1094.0,860.0,968.0,1329.0
Hsd17b2,167.0,293.0,55.0,232.0,122.0,120.0
Podxl,2268.0,4131.0,7880.0,4467.0,3463.0,8570.0
Hsp90b1,38165.0,53656.0,55995.0,68723.0,61946.0,41603.0
Nos1ap,298.0,433.0,598.0,268.0,359.0,240.0
Rnf135,544.0,592.0,785.0,511.0,497.0,680.0
Ndufs6,1426.0,1016.0,1883.0,1312.0,1601.0,1292.0
Gm15413,31.0,42.0,37.0,6.0,6.0,15.0
Gm8213,24.0,18.0,35.0,30.0,33.0,28.0
Zfp202,251.0,271.0,417.0,241.0,276.0,274.0
Pus3,431.0,388.0,618.0,347.0,437.0,466.0
Fbxo45,713.0,829.0,1205.0,769.0,960.0,1022.0
2610005L07Rik,217.0,229.0,347.0,145.0,160.0,184.0
Tmcc2,1015.0,677.0,1146.0,640.0,1277.0,1075.0
Slc3a2,4775.0,5773.0,7962.0,4793.0,5403.0,5254.0
Clca3a2,34.0,64.0,17.0,5.0,10.0,2.0
Aftph,4144.0,4830.0,8012.0,3660.0,4085.0,5769.0
Cacul1,2438.0,2919.0,4284.0,2519.0,3216.0,3178.0
Selenon,3409.0,4358.0,5243.0,3047.0,3735.0,2154.0
P4ha1,1841.0,2043.0,2457.0,2743.0,3297.0,3005.0
Zfp523,2152.0,2556.0,4078.0,2273.0,2571.0,2874.0
Ccl20,0.0,2.0,2.0,0.0,0.0,2.0
Myadm,9060.0,11079.0,17541.0,4671.0,5231.0,3886.0
Casp4,169.0,297.0,253.0,157.0,104.0,234.0
Nifk,1182.0,1024.0,1866.0,1044.0,1309.0,1418.0
Cdc37,6956.0,7174.0,10185.0,7017.0,8321.0,8144.0
Alg2,2872.0,3380.0,4032.0,2751.0,3117.0,3161.0
Klf15,424.0,811.0,2022.0,660.0,755.0,2001.0
Etnk1,12383.0,11186.0,18666.0,11984.0,16388.0,15410.0
Rpn2,14097.0,15393.0,18816.0,17018.0,18111.0,12346.0
Inpp5b,1005.0,1240.0,2003.0,1094.0,1109.0,1384.0
Dimt1,295.0,355.0,637.0,352.0,377.0,389.0
C1qbp,2551.0,2131.0,3838.0,2130.0,2954.0,2340.0
Slc25a25,587.0,685.0,1360.0,844.0,938.0,856.0
Gm14403,260.0,351.0,520.0,285.0,232.0,413.0
Ncam1,5943.0,6154.0,8782.0,1745.0,2640.0,1703.0
Rtel1,921.0,769.0,1402.0,716.0,962.0,999.0
Snx16,325.0,329.0,559.0,258.0,443.0,537.0
Lao1,237.0,184.0,129.0,76.0,89.0,8.0
Gm9800,2371.0,2773.0,3829.0,2370.0,2446.0,3420.0
Bmpr1b,3383.0,5825.0,9679.0,4206.0,3598.0,4720.0
Padi1,23076.0,7937.0,7302.0,5105.0,16431.0,4643.0
Prodh,453.0,404.0,1783.0,616.0,421.0,1034.0
S100a10,2728.0,2849.0,4048.0,1862.0,1144.0,1286.0
Mfhas1,2436.0,3801.0,5333.0,2899.0,3345.0,3336.0
4933439G19Rik,4.0,7.0,6.0,13.0,8.0,12.0
Zfp35,493.0,523.0,836.0,505.0,585.0,651.0
Itga2,41.0,101.0,120.0,80.0,103.0,140.0
P4ha2,739.0,1014.0,2201.0,494.0,503.0,573.0
Ugt1a1,3329.0,3029.0,2773.0,3732.0,5334.0,1779.0
Klf10,979.0,1125.0,2108.0,1090.0,1029.0,1421.0
Gm10336,580.0,698.0,1280.0,897.0,940.0,1269.0
Thoc1,891.0,784.0,1556.0,746.0,930.0,942.0
Tbc1d20,1631.0,2019.0,2760.0,1513.0,1758.0,1882.0
Exosc1,523.0,469.0,1008.0,529.0,675.0,668.0
Gfer,851.0,815.0,1164.0,820.0,964.0,730.0
Iqcc,789.0,839.0,1349.0,902.0,888.0,1095.0
Cdh13,574.0,729.0,1448.0,742.0,1030.0,1176.0
Smcr8,1512.0,1742.0,2487.0,1424.0,1823.0,1845.0
Cwc27,580.0,616.0,878.0,486.0,679.0,687.0
Rdx,6414.0,6089.0,9714.0,4898.0,6760.0,6856.0
Gm20605,104.0,114.0,253.0,77.0,84.0,145.0
Morf4l2,9354.0,7721.0,11898.0,9315.0,11632.0,9748.0
Selenom,3641.0,4900.0,7355.0,4712.0,4319.0,4595.0
Trim8,4392.0,5634.0,8885.0,4732.0,4892.0,6402.0
Sp3,3447.0,3861.0,6141.0,3609.0,4001.0,5020.0
Gm9776,209.0,227.0,337.0,217.0,215.0,310.0
Snhg15,141.0,122.0,227.0,105.0,165.0,129.0
Hmcn2,1957.0,1257.0,2815.0,1128.0,2032.0,833.0
Gm4342,54.0,78.0,89.0,54.0,38.0,50.0
Ltn1,2295.0,2260.0,3504.0,1880.0,2602.0,2497.0
Tex21,4.0,4.0,42.0,0.0,2.0,2.0
Pdrg1,1416.0,1522.0,2410.0,1448.0,1858.0,2546.0
Ell2,1029.0,1022.0,1279.0,787.0,918.0,873.0
Cox10,695.0,579.0,977.0,591.0,606.0,746.0
Pglyrp4,4.0,2.0,0.0,0.0,0.0,0.0
Hint3,564.0,563.0,862.0,409.0,566.0,613.0
Trpm2,35.0,31.0,102.0,32.0,56.0,51.0
Vps28,3644.0,3615.0,5990.0,3742.0,3544.0,5390.0
Emg1,1094.0,1129.0,1854.0,1081.0,1148.0,1351.0
Nutf2-ps2,8.0,0.0,9.0,10.0,6.0,6.0
