Nos1	Q9Z0J4
Nos2	P29477
Nos3	P70313
Nosip	Q9D6T0
Nostrin	Q6WKZ7
Notch1	Q01705
Notch2	O35516
Notch3	Q61982
Notch4	P31695
Noto	Q5TIS6
Notum	Q8R116
Nova1	Q9JKN6
Nova2	A0A1W2P872
Nox1	Q8CIZ9
Nox3	Q672J9
Nox4	Q9JHI8
Noxa1	Q8CJ00
Noxo1	Q8VCM2
Nap1l1	P28656
Nap1l2	P51860
Nap1l3	Q794H2
Nap1l4	Q78ZA7
Nap1l5	Q9JJF0
Urb1	Q571H0
Nipal2	Q91WC7
Nipal3	Q8BGN5
Npas1	P97459
Npas2	P97460
Npas3	Q9QZQ0
Npas4	Q8BGD7
Npat	Q8BMA5
Npbwr1	P49681
Npb	Q8K4P1
Npc1	O35604
Npc2	Q9Z0J0
Npc1l1	Q6T3U4
Npdc1	Q64322
Npffr2	Q924H0
Npff	Q9WVA8
Nphs1	Q9QZS7
Nphp1	Q9QY53
Nphp3	Q7TNH6
Nphp4	P59240
Nploc4	P60670
Npl	Q9DCJ9
Npm2	Q80W85
Npm3	Q9CPP0
Npm1	Q61937
Npnt	Q91V88
Nprl2	Q9WUE4
Nprl3	Q8VIJ8
Nipsnap3b	Q9CQE1
Npsr1	Q8BZP8
Nps	P0C0P8
Slc17a1	Q61983
Slc34a1	Q60825
Slc34a2	Q9DBP0
Slc34a3	Q80SU6
Slc17a2	Q5SZA1
Nptn	P97300
Nptx1	Q62443
Nptx2	O70340
Nptxr	Q99J85
Npvf	Q9ESQ8
Npy1r	Q04573
Npy2r	P97295
Npy4r	Q61041
Npy5r	O70342
Npy6r	Q61212
Npy	P57774
Nqo1	Q64669
Nqo2	Q9JI75
Nr0b1	Q61066
Nr0b2	Q62227
Nr1d1	Q3UV55
Nr1d2	Q60674
Nr1h2	Q60644
Nr1h3	Q9Z0Y9
Nr1h4	Q60641
Nr1i2	O54915
Nr1i3	O35627
Nr2c1	Q505F1
Nr2c2	P49117
Nr2c2ap	Q3TV70
Nr2e1	Q64104
Nr2e3	Q9QXZ7
Nr2f6	P43136
Nr4a1	P12813
Nr4a2	Q06219
Nr4a3	Q9QZB6
Nr5a2	P45448
Nr6a1	Q64249
Nrac	Q8BNX7
Nradd	Q8CJ26
Slc11a1	P41251
Slc11a2	P49282
Nrap	Q80XB4
Nrarp	Q91ZA8
Nrbf2	Q8VCQ3
Nrbp2	Q91V36
Nrbp1	Q99J45
Nrcam	Q810U4
Nrdc	Q8BHG1
Nrde2	Q80XC6
Nrep	Q07475
Nrf1	Q9WU00
Nrg1	Q6DR98
Nrg2	P56974
Nrg3	O35181
Nrg4	Q9WTX4
Nrif1	Q923B3
Nrif2	Q921B4
Nrip1	Q8CBD1
Nrip2	Q9JHR9
Nrip3	Q9JJR9
Nmrk1	Q91W63
Nmrk2	Q9D7C9
Nrk	Q9R0G8
Nrl	P54846
Nrm	Q8VC65
Nrn1l	Q8C4W3
Nrn1	Q8CFV4
Nrp1	P97333
Nrp2	O35375
Nrsn1	P97799
Nrsn2	Q5HZK2
Nrtn	P97463
Nrxn1	P0DI97
Nrxn2	E9PUN2
Nrxn3	Q8C985
Ivns1abp	Q920Q8
Nsa2	Q9CR47
Nsd1	O88491
Nsd2	Q8BVE8
Nsd3	Q6P2L6
Nsdhl	Q9R1J0
Nsmce1	Q9D720
Nsmce2	Q91VT1
Nsmce3	Q9CPR8
Nsfl1c	Q9CZ44
Nsf	P46460
Nsg1	Q62092
Nsg2	P47759
Nsl1	Q8K305
Smpd3	Q9JJY3
Smpd4	Q6ZPR5
Smpd5	D6MZJ6
Smpd2	O70572
Nsmf	Q99NF2
Nsrp1	Q5NCR9
Nsun2	Q1HFZ0
Nsun3	Q8CCT7
Nsun4	C4P6S0
Nsun5	Q8K4F6
Nsun6	Q7TS68
Nsun7	Q14AW5
Nt5c	Q9JM14
Nt5dc1	Q8C5P5
Nt5dc3	Q3UHB1
Nt5m	Q8VCE6
Nat8f2	Q8CHQ9
Nat8f3	Q9JIY8
Nat8f7	E0CYR6
Lat2	Q9JHL0
Ntan1	Q64311
Ntaq1	Q80WB5
Slc10a2	P70172
Slc10a4	Q3UEZ8
Slc10a5	Q5PT54
Slc10a7	Q5PT53
Slc10a1	O08705
Nutf2	P61971
Ntf3	P20181
Ntf4	Q80VU4
Nthl1	O35980
Ntmt1	Q8R2U4
Ntmt2	B2RXM4
Ntng1	Q8R4G0
Ntng2	Q8R4F1
Ntpcr	Q9CQA9
Ntsr1	O88319
Ntsr2	P70310
Ntm	Q99PJ0
Ntrk1	Q3UFB7
Ntrk2	P15209
Ntrk3	Q6VNS1
Nup107	Q8BH74
Nup133	Q8R0G9
Nup155	Q99P88
Nup160	Q9Z0W3
Nup188	Q6ZQH8
Mtnd1	P03888
Nup214	Q80U93
mt-Nd2	P03893
mt-Nd3	P03899
Mtnd4l	P03903
Mtnd4	P03911
Mtnd5	P03921
Mtnd6	P03925
Ndufa4l2	Q4FZG9
Nuak1	Q641K5
Nuak2	Q8BZN4
Nub1	P54729
Nubp1	Q9R060
Nubp2	Q9R061
Nubpl	Q9CWD8
Nucb1	Q02819
Nucb2	P81117
Endog	O08600
Nucks1	Q80XU3
Ncl	P09405
Nudt10	P0C027
Nudt11	P0C028
Nudt12	Q9DCN1
Nudt13	Q8JZU0
Nudt14	Q9D142
Nudt15	Q8BG93
Nudt16	Q6P3D0
Nudt17	Q9CWD3
Nudt18	Q3U2V3
Nudt19	P11930
Nudt22	Q9DD16
Nudcd1	Q6PIP5
Nudcd2	Q9CQ48
Nudcd3	Q8R1N4
Nudc	O35685
Nudt3	Q9JI46
Nudt4	Q8R2U6
Nudt5	Q9JKX6
Nudt6	Q8CH40
Nudt7	Q99P30
Nudt8	Q9CR24
Nudt9	Q8BVU5
Nuf2	Q99P69
Nufip1	Q9QXX8
Nufip2	Q5F2E7
Numa1	E9Q7G0
Numbl	O08919
Numb	Q9QZS3
Nup35	Q8R4R6
Nup37	Q9CWU9
Nup42	Q8CIC2
Nup43	P59235
Nup50	Q9JIH2
Nup54	Q8BTS4
Nup58	Q8R332
Nup62	Q63850
Nup85	Q8R480
Nup88	Q8CEC0
Nup93	Q8BJ71
Nup98	Q6PFD9
Nupr1	Q9WTK0
Nupr2	Q497P3
Nusap1	Q9ERH4
Nutm1	Q8BHP2
Nutm2	Q3V0C3
Nvl	Q9DBY8
Nwd1	A6H603
Nwd2	Q6P5U7
Nxf1	Q99JX7
Nxnl1	Q8VC33
Nxnl2	Q9D531
Nxn	P97346
Fam114a1	Q9D281
Nxpe2	Q3U095
Nxpe4	Q52KP5
Nxph1	Q61200
Nxph2	Q61199
Nxph3	Q91VX5
Noxred1	Q9D3S5
Nxt1	Q9QZV9
Nxt2	Q3UNA4
Nyap1	Q6PFX7
Nyap2	Q8BM65
Nynrin	Q5DTZ0
Nyx	P83503
Or10d3	Q8VEY3
Or10j5	Q62007
Or10n1	Q60887
Olfr1165-ps	Q8VFR8
Or1e16	Q8VGI1
Or1j21	Q8VGK5
Or2y1b	Q60883
Or3a10	Q60891
Or4b13	Q60881
Or4c3d	Q60878
Or51e2	Q8VBV9
Or5an6	Q8VFV4
Or5ap2	Q8VFK7
Or5ar1	Q8VGS3
Or5b21	Q8VFX2
Or5g25	Q8VFK2
Or5g26	Q9QY00
Or5g29	Q8VF76
Or5h18	Q8VEX5
Or5h19	Q8VEX6
Or5k17	Q8VGQ7
Or5p50	Q8VF66
Or5p51	Q8VF65
Or5p52	Q8VG43
Or5p53	Q8VG44
Or5p54	Q8VFC9
Or5p55	Q8VGI4
Or5p56	Q8VGI6
Or5p58	Q8VG03
Or5p59	Q8VG05
Or5p60	Q8VFD3
Or5p62	Q8VFD0
Or5p64	Q8VG02
Or5p66	Q8VFD2
Or5p67	Q8VFD1
Or5p68	Q8VEW5
Or5p69	Q8VG07
Or5p70	Q8VF12
Or5p72	Q8VG08
Or5p73	Q8VEW2
Or5p76	Q8VG09
Or5p79	Q8VG13
Or5p80	Q8VG42
Or5p81	Q8VEW6
Or5p57	Q8VEZ0
Or5t17	Q8VES2
Or7e178	Q0VAX9
Or7a40	Q9JHB2
Or7a42	Q60892
Or7d11	Q7TRF3
Or8g17	Q60884
Or8g18	P34983
Or8g50	Q60895
Or9g19	Q7TR96
Or9s13	Q60894
Oacyl	Q8BML2
Oaf	Q8QZR4
Oard1	Q8R5F3
Oas1a	P11928
Oas1b	Q60856
Oas1c	Q924S2
Oas1d	Q8VI95
Oas2	E9Q9A9
Oas3	Q8VI93
Oasl1	Q8VI94
Oasl2	Q9Z2F2
Oat	P29758
Oaz1	P54369
Oaz2	O08608
Oaz3	Q9R109
Pou2af1	Q64693
Obi1	Q8K2Y0
Obp1a	Q9D3H2
Obp1b	A2AEP0
Obp2a	Q8K1H9
Leprot	O89013
Obscn	A2AAJ9
Obsl1	D3YYU8
Oc90	Q9Z0L3
Ociad1	Q9CRD0
Ociad2	Q9D8W7
Pou2af2	Q9D8Q6
Pou2af3	F8VPY8
Ocel1	Q8VCR9
Ocln	Q61146
Ocrl	Q6NVF0
Ocstamp	Q9D611
Crot	Q9DC50
Slc22a5	Q9Z0E8
Odad1	Q3UX62
Odad2	B2RY50
ODAD3	Q8BSN3
Odad4	Q9D4B2
Odam	A1E960
Dbt	P53395
Bckdha	P50136
Bckdhb	Q6P3A8
Slc25a21	Q8BZ09
Odf2l	Q9D478
Odf1	Q61999
Odf2	A3KGV1
Odf4	Q8VI88
Ogdh	Q60597
Dlst	Q9D2G2
Dlat	Q8BMF4
Pdha2	P35487
Pdha1	P35486
Pdhb	Q9D051
Pdhx	Q8BKZ9
Odr4	Q4PJX1
Ofcc1	Q8BGX4
Ofd1	Q80Z25
Pofut1	Q91ZW2
Pofut2	Q8VHI3
Oga	Q9EQQ9
Ogfod1	Q3U0K8
Ogfod2	Q9CQ04
Ogfod3	Q9D136
Ogfr	Q99PG2
Ogg1	O08760
Gpr68	Q8BFQ3
Ogfrl1	Q8VE52
Ogt	Q8CGY8
Oit3	Q8R4V5
Olfr141	Q60880
Olfr143	P34985
Olfr180	Q7TS48
Olfr183	Q8VFB9
Ola1	Q9CZ30
Olfml3	Q8BK62
Olfm4	Q3UZZ4
Olig1	Q9JKN5
Olig2	Q9EQW6
Olig3	Q6PFG8
Olfml2a	Q8BHP7
Olfml2b	Q3V1G4
Olr1	Q9EQ09
Oma1	Q9D8H7
Omd	O35103
Omg	Q63912
Omp	Q64288
Osm	P53347
Ocm	P51879
Onecut2	Q6XBJ3
Onecut3	Q8K557
Ooep	Q9CWE6
Oog1	E9Q5G7
Oog2	Q7TPX8
Oog3	Q3UWY1
Oosp1	Q925U0
Oosp2	Q4FZG8
Oosp3	G5E8D7
Opa1	P58281
Opa3	Q505D7
Opalin	Q7M750
Ophn1	Q99J31
Oplah	Q8K010
Opn3	Q9WUK7
Opn4	Q9QXZ9
Opn5	Q6VZZ7
Oprd1	P32300
Oprk1	P33534
Oprm1	P42866
Oprl1	P35377
Opn1sw	P51491
Rho	P15409
Opn1mw	O35599
Rrh	O35214
Optn	Q8K3K8
Optc	Q920A0
Or1j1	Q60879
Or1m1	Q8VFM9
Or2a7	P34984
Or2b6	Q60890
Or2c1	P23275
Or2v1	Q8VGD6
Or4e2	Q7TQQ0
Or4m1	Q8VFT4
Or5g9	Q8VFK1
Or5j3	Q8VGR8
Or5m5	Q8VFL5
Or5p1	Q8VG06
Or5p4	Q8VGI5
Or5p6	Q8VG04
Or5t7	Q8VFL9
Or5t9	Q8VF13
Or6b9	P34986
Or6e1	Q9Z1V0
Or6z7	Q60889
Or8a1	Q60893
Or8b3	Q60886
Or8b8	Q60882
Or8u3	Q8VGS1
Or8u9	Q8VGR9
Orai2	Q8BH10
Orai3	Q6P8G8
Orc1	Q9Z1N2
Orc2	Q60862
Orc3	Q9JK30
Orc4	O88708
Orc5	Q9WUV0
Orc6	Q9WUJ8
Hcrt	O55241
Ormdl1	Q921I0
Ormdl2	Q9CQZ0
Ormdl3	Q9CPZ6
Slc25a15	Q9WVD5
Rexo2	Q9D8S4
Os9	Q8K2C7
Osbpl10	S4R1M9
Osbpl11	Q8CI95
Osbpl1a	Q91XL9
Osbpl2	Q8BX94
Osbpl3	Q9DBS9
Osbpl5	Q9ER64
Osbpl6	Q8BXR9
Osbpl8	B9EJ86
Osbpl9	A2A8Z1
Osbp	Q3B7Z2
Osbp2	Q5QNQ6
Oscar	Q8VBT3
Oscp1	Q8BHW2
Oser1	Q9D722
Osgep	Q8BWU5
Osgin1	Q8VC10
Osgepl1	Q6PEB4
Osmr	O70458
Osr1	Q9WVG7
Osr2	Q91ZD1
Ddost	O54734
Ost4	Q99LX8
Slc51a	Q8R000
Slc51b	Q80WK2
Bglap2	P86547
Bglap	P86546
Ostc	Q78XF5
Ostf1	Q62422
Ostm1	Q8BGT0
Ostn	P61364
Spp1	P10923
Bglap3	P54615
Otc	P11725
Otoa	Q8K561
Otof	Q9ESF1
Otogl	F7A4A7
Otog	O55225
Otol1	Q4ZJM7
Otop1	Q80VM9
Otop2	Q80SX5
Otop3	Q80UF9
Otor	Q9JIE3
Otos	Q8R448
Otp	O09113
Yod1	Q8CB27
Otud6a	Q6IE21
Otud6b	Q8K2H2
Otud7a	Q8R554
Otud7b	B2RUR8
Otub1	Q7TQI3
Otub2	Q9CQX0
Otud1	Q9CUB6
Otud3	B1AZ99
Otud4	B2RRE7
Otud5	Q3U2S4
Otulinl	Q3TVP5
Otulin	Q3UCV8
Otx1	P80205
Otx2	P80206
Ovca2	Q9D7E3
Ovch2	Q7M761
Ovgp1	Q62010
Ovol1	Q9WTJ2
Ovol2	Q8CIV7
Ovol3	D3YYM0
Ovos	Q3UU35
Hcrtr1	P58307
Qrfp	Q8CE23
Cd200	O54901
Hcrtr2	P58308
Oxa1l	Q8BGA9
Dao	P18894
Ddo	Q922Z0
Oxgr1	Q6IYF8
Il4i1	O09046
Oxld1	Q9CR10
Oxnad1	Q8VE38
Oxr1	Q4KMM3
Oxsm	Q9D404
Oxsr1	Q6P9R2
Oxtr	P97926
Znf146	Q8BQN6
Pom121l2	Q5SW25
Pm20d1	Q8C165
Pm20d2	A3KG59
Phf20l1	Q8CCJ9
Nup210l	Q9D2F7
Prr23a3	Q9CWP9
Ppp2r3c	Q9JK24
Ppp2r3d	Q9Z176
P2rx1	P51576
P2rx2	Q8K3P1
P2rx3	Q3UR32
P2rx4	Q9JJX6
P2rx6	O54803
P2rx7	Q9Z1M0
P2ry1	P49650
P2ry2	P35383
P2ry4	Q9JJS7
P2ry6	Q9ERK9
P2ry10	Q8BFU7
P2ry12	Q9CPV9
P2yr13	Q9D8I2
P2ry14	Q9ESG6
P33monox	Q9DBN4
Pik3c2a	Q61194
Pik3c2g	O70167
P3h1	Q3V1T4
P3h2	Q8CG71
P3h3	Q8CG70
Pik3ip1	Q7TMJ8
P3r3urf	B1AUF7
Slc10a3	P21129
P4ha1	Q60715
P4ha2	Q60716
P4ha3	Q6W3F0
P4htm	Q8BG58
Pi4k2a	Q2TBE6
Pi4k2b	Q8CBQ5
Ppp4r3a	Q6P2K6
Ppp4r3b	Q922R5
Ppp4r3c	Q3V0Y1
Thap12	Q9CUX1
Tp53	P02340
Pik3r3	Q64143
Pycr1	Q922W5
Pycr2	Q922Q4
Pycr3	Q9DCC4
Aldh18a1	Q9Z110
Trp53i11	Q4QQM4
Tp53i13	Q5F267
Tp63	O88898
Gatad2a	Q8CHY6
Gatad2b	Q8VHR5
Tp73	Q9JJP2
Pik3r1	P26450
Pik3r2	O08908
Pafah1b2	Q61206
Pafah1b3	Q61205
Pla2g1b	Q9Z0Y2
Pla2g4a	P47713
Pla2g4b	P0C871
Pla2g4c	Q64GA5
Pla2g4d	Q50L43
Pla2g4e	Q50L42
Pla2g4f	Q50L41
Pla2g3	Q8BZT7
Pa2g4	P50580
Pla2g5	P97391
Pla2g2a	P31482
Pla2g2c	P48076
Pla2g2d	Q9WVF6
Pla2g2e	Q9QUL3
Pla2g2f	Q9QZT4
Pla2g10	Q9QXX3
Paat	Q9D2Q3
Pabpc1	P29341
Pabpn1	Q8CCS6
Adcyap1	O70176
Pacc1	Q9D771
Scyl3	Q9DBQ7
Rubcnl	Q3TD16
Pacsin1	Q61644
Pacsin2	Q9WVE8
Pacsin3	Q99JB8
Pacrg	Q9DAK2
Pacrgl	Q9D3X5
Adcyap1r1	P70205
Pacs1	Q8K212
Pacs2	Q3V3Q7
Pradc1	Q9D9N8
Padi1	Q9Z185
Padi2	Q08642
Padi3	Q9Z184
Padi4	Q9Z183
Padi6	Q8K3V4
Pclaf	Q9CQX4
Paf1	Q8K2T8
Pafah2	Q8VDG7
Pla2g7	Q60963
Pla2g15	Q8VEB4
Ppy	P10601
Phyh	O35386
Serpine1	P22777
Paip2b	Q91W45
Serpinb2	P12388
Paip1	Q8VE62
Paip2	Q9D6V8
Pak1	O88643
Pak2	Q8CIN4
Pak3	Q61036
Pak4	Q8BTW9
Pak5	Q8C015
Pak6	Q3ULB5
Palb2	Q3U0P1
Pald1	P70261
Palld	Q9ET54
Palm2	Q8BR92
Palm3	A2TJV2
Palmd	Q9JHU2
Palm	Q9Z0P4
Pals1	Q9JLB2
Pals2	Q9JLB0
Pamr1	Q8BU25
Pan2	Q8BGF7
Pan3	Q640Q5
Pank1	Q8K4K6
Pank2	Q7M753
Pank3	Q8R2W9
Pank4	Q80YV4
Ankrd33	Q8BXP5
Panx1	Q9JIP4
Panx2	Q6IMP4
Panx3	Q8CEG0
Paox	Q8C0L6
Mtpap	Q9D0D3
Tent4b	Q68ED3
Tent4a	Q6PB75
Papola	Q61183
Papolb	Q9WVP6
Papolg	Q6PCL9
Pappa	Q8R4K8
Papss1	Q60967
Papss2	O88428
Adipor1	Q91VH1
Adipor2	Q8BQS5
Paqr3	Q6TCG8
Paqr4	Q9JJE4
Paqr5	Q9DCU0
Paqr6	Q6TCG5
Paqr7	Q80ZE4
Paqr8	Q80ZE5
Paqr9	Q6TCG2
Mmd2	Q8R189
Mmd	Q9CQY7
Parp10	Q8CIE4
Parp11	Q8CFF0
Parp12	Q8BZ20
Parp14	Q2EMV9
Parp16	Q7TMM8
F2r	P30558
F2rl1	P55086
Pard3b	Q9CSB4
F2rl2	O08675
F2rl3	O88634
Pard6a	Q9Z101
Pard6b	Q9JK83
Pard6g	Q9JK84
Pard3	Q99NH2
Parg	O88622
Parpbp	Q6IRT3
Park7	Q99LX0
Parl	Q5XJY4
Parm1	Q923D3
Parn	Q8VDG3
Parp1	P11103
Parp2	O88554
Parp3	Q3ULW8
Parp4	E9PYK3
Parp6	Q6P6P7
Parp8	Q3UD82
Parp9	Q8CAS9
Tiparp	Q8C1B2
Parva	Q9EPC1
Parvb	Q9ES46
Parvg	Q9ERD8
Pask	Q8CEE6
Pate13	D3YWX3
Pate14	Q3UN54
Pate2	Q3UW31
Pate3	B3GLJ3
Pate4	Q09098
Patl1	Q3TC46
Patl2	A2ARM1
Patz1	Q5NBY9
Pawr	Q925B0
Pax1	P09084
Pax2	P32114
Pax3	P24610
Pax4	P32115
Pax5	Q02650
Pax6	P63015
Pax7	P47239
Pax8	Q00288
Pax9	P47242
Paxbp1	P58501
Paxip1	Q6NZQ4
Pxn	Q8VI36
Paxx	Q8K0Y7
Pbrm1	Q8BSQ9
Pbsn	O08976
Pbdc1	Q9D0B6
Pbxip1	Q3TVI8
Pabir1	Q9DB52
Pabir2	Q6NZE7
Pbld1	Q9DCG6
Pbld2	Q9CXN7
Pbx1	P41778
Pbx2	O35984
Pbx3	O35317
Pbx4	Q99NE9
Pcp4l1	Q6W8Q3
Pcare	Q6PAC4
Lpcat1	Q3TFD2
Lpcat2	Q8BYI6
Pcbp1	P60335
Pcbp2	Q61990
Pcbp3	P57722
Pcbp4	P57724
Pcca	Q91ZA3
Pccb	Q99MN9
Pcdh12	O55134
Pcdh15	Q99PJ1
Dchs1	E9PVD3
Pcdh18	Q8VHR0
Pcdh19	Q80TF3
Pcdh20	Q8BIZ0
Pcdha4	O88689
Pcdha7	Q91Y13
Pcdha9	Q91Y11
Pcdha10	Q91Y20
Pcdhb6	Q91XZ4
Pcdhb8	Q91XZ2
Pcdhb14	Q6PB90
Pcdhb18	Q91Y02
Pcdhga4	Q91XY4
Pcdh8	Q7TSK3
Cfap221	A9Q751
Pcf11	G3X9Z4
Slc46a1	Q6PEM8
Pcgf1	Q8R023
Pcgf2	P23798
PcgF3	Q8BTQ0
Pcgf5	Q3UK78
Pcgf6	Q99NA9
Trip13	Q3UA06
Pcid2	Q8BFV2
Pck1	Q9Z2V4
Pck2	Q8BH04
Pid1	Q3UBG2
Pclo	Q9QYX7
Pcm1	Q9R0L6
Pcmtd1	P59913
Pcmtd2	Q8BHD8
Pcna	P17918
Pcnp	Q6P8I4
Pcnt	P48725
Pcolce	Q61398
Pcolce2	Q8R4W6
Pcp2	P12660
Pcp4	P63054
Prcp	Q7TMR0
Pcsk1n	Q9QXV0
Pcsk4	P29121
Pcsk5	Q04592
Pcsk7	Q61139
Pcsk9	Q80W65
Lpcat2b	Q9D5U0
Pcnx1	Q9QYC1
Pcnx2	Q5DU28
Pcnx3	Q8VI59
Pcnx4	Q3UVY5
Pcyt1a	P49586
Pcyt1b	Q811Q9
Pcyt2	Q922E4
Pcyox1	Q9CQF9
Pcyox1l	Q8C7K6
Cd274	Q9EP73
Pdcd1lg2	Q9WUL5
Ptgdr2	Q9Z2J6
Ptgdr	P70263
Pdcd10	Q8VE70
Pdcd6ip	Q9WU78
Pdcd1	Q02242
Pdcd2	P46718
Pdcd4	Q61823
Pdcd5	P56812
Pdcd6	P12815
Pdcd7	Q9WTY1
Pdcl2	Q78Y63
Pdcl3	Q8BVF2
Pdcd2l	Q8C5N5
Pde10a	Q8CA95
Pde11a	P0C1Q2
Pde12	Q3TIU4
Pde1a	Q61481
Pde1b	Q01065
Pde1c	Q64338
Pde2a	Q922S4
Pde3a	Q9Z0X4
Pde3b	Q61409
Pde4a	O89084
Pde4c	Q3UEI1
Pde4d	Q01063
Pde5a	Q8CG03
Pde6a	P27664
Pde6b	P23440
Pde6c	Q91ZQ1
Pde6d	O55057
Pde7a	P70453
Pde7b	Q9QXQ1
Pde8a	O88502
Pde8b	E9Q4S1
Pde9a	O70628
PEDS1	Q99LQ7
Pdgfa	P20033
Pdgfb	P31240
Pdgfc	Q8CI19
Pdgfd	Q925I7
P4hb	P09103
Pdia2	D3Z6P0
Pdia3	P27773
Pdia4	P08003
Pdia5	Q921X9
Pdia6	Q922R8
Pdilt	Q9DAN1
Poldip2	Q91VA6
Poldip3	Q8BG81
Pdik1l	Q8QZR7
Pdk1	Q8BFP9
Pdk2	Q9JK42
Pdk3	Q922H2
Pdk4	O70571
Pdlim1	O70400
Pdlim2	Q8R1G6
Pdlim3	O70209
Pdlim4	P70271
Pdlim5	Q8CI51
Pdlim7	Q3TJD7
Pdp1	Q3UV70
Pdpk1	Q9Z2A0
Pdpn	Q62011
Pdpr	Q7TSQ8
Pdrg1	P59048
Pds5a	Q6A026
Pds5b	Q4VA53
Pdx1	P52946
Pdxdc1	Q99K01
Pdxk	Q8K183
Podxl2	Q8CAE9
Pdyn	O35417
Pdzd11	Q9CZG9
Pdzk1ip1	Q9CQH0
Pdzd4	Q9QY39
Pdzd7	E9Q9W7
Pdzd8	B9EJ80
Pdzd9	Q9D9M4
Ptger1	P35375
Ptger2	Q62053
Ptger3	P30557
Ptger4	P32240
Pea15	Q62048
Peak1	Q69Z38
Pear1	Q8VIK5
Cbfb	Q08024
Pebp1	P70296
Pbp2	Q8VIN1
Pebp4	Q9D9G2
Pecam1	Q08481
Pecr	Q99MZ7
Pced1a	Q6P1Z5
Pced1b	Q8BGX1
Serpinf1	P97298
Pef1	Q8BFY6
Peg10	Q7TN75
Peg3	Q3URU2
Peli1	Q8C669
Peli2	Q8BST6
Peli3	Q8BXR6
Pelo	Q80X73
Pelp1	Q9DBD5
Pemt	Q61907
Psenen	Q9CQR7
Penk	P22005
Twnk	Q8CIW5
Pga5	Q9D106
Pgc	Q9D7R7
Pepd	Q11136
Npepl1	Q6NSR8
Ppl	Q9R269
Per1	O35973
Per2	O54943
Per3	O70361
Percc1	A0A286YDK6
Epx	P49290
Prf1	P10820
Prph	P15331
Lpo	Q5SW46
Perm1	Q149B8
Mpo	P11247
Perp	Q9JK95
Tpo	P35419
Pes1	Q9EQ61
Pex10	B1AUE5
Pex12	Q8VC48
Pex13	Q9D0K1
Pex14	Q9R0A0
Pex16	Q91XC9
Pex19	Q8VCI5
Pex1	Q5BL07
Pex26	Q8BGI5
Pex2	P55098
Pex3	Q9QXY9
Pex5l	Q8C437
Pex5	O09012
Pex6	Q99LC9
Pex7	P97865
Phf21a	Q6ZPK0
Phf21b	Q8C966
Ptgfr	P43117
Pfdn1	Q9CWM4
Pfdn2	O70591
Vbp1	P61759
Pfdn5	Q9WU28
Pfdn6	Q03958
Pfkl	P12382
Pfkm	P47857
Pfkp	Q9WUA3
Pla2g12a	Q9EPR2
Pla2g12b	Q99P27
Cwh43	Q91YL7
Pgam1	Q9DBJ1
Pgam2	O70250
Pgam5	Q8BX10
Pgap1	Q3UUQ7
Pgap2	Q3TQR0
Pgap3	A2A559
Pgap4	Q91YV9
Pgap6	Q9ESN3
Pgbd5	D3YZI9
Hspg2	Q05793
Acan	Q61282
Bcan	Q61361
Hpgd	Q8VCC1
Ptges2	Q8BWM0
Pdgfra	P26618
Pdgfrb	P05622
Pdgfrl	Q6PE55
Pgghg	Q8BP56
Ptgs1	P22437
Ptgs2	Q05769
Pgk1	P09411
Pgk2	P09041
Poglut1	Q8BYB9
Pgm1	Q9D0F9
Pgm2l1	Q8CAA7
Pgm2	Q7TSV4
Pgm5	Q8BZF8
Pgpep1l	Q9CWB5
Pgpep1	Q9ESW8
Pgs1	Q8BHF7
Pgp	Q8CHP8
Pagr1a	Q99L02
Pgrmc1	O55022
Pgrmc2	Q80UU9
Pglyrp1	O88593
Pglyrp2	Q8VCS0
Pglyrp3	A1A547
Pglyrp4	Q0VB07
Bgn	P28653
Dcn	P28654
Rabggta	Q9JHK4
Pggt1b	Q8BUY9
Rabggtb	P53612
Phf11a	Q8BVM9
Pah	P16331
Phaf1	Q922R1
Pag1	Q3U1F9
Phactr1	Q2M3X8
Phactr3	Q8BYK5
Phactr4	Q501J7
Phax	Q9JJT9
Phb1	P67778
Phb2	O35129
Phc1	Q64028
Phc2	Q9QWH1
Phc3	Q8CHP6
Phex	P70669
Phf10	Q9D8M7
Phf11	A6H5X4
Phf12	Q5SPL2
Phf13	Q8K2W6
Phf14	Q9D4H9
Phf19	Q9CXG9
Phf1	Q9Z1B8
Phf20	Q8BLG0
Phf23	Q8BSN5
Phf24	Q80TL4
Phf2	Q9WTU0
Phf5a	P83870
Phf6	Q9D4J7
Phf7	Q9DAG9
Phf8	Q80TJ7
Phgr1	Q8K0G7
Phyhipl	Q8BGT8
Phip	Q8VDD9
Phkg1	P07934
Phkg2	Q9DB30
Phlda1	Q62392
Phlda2	O08969
Phlda3	Q9WV95
Phldb1	Q6PDH0
Phldb2	Q8K1N2
Gpld1	O70362
Phlpp1	Q8CHE4
Phlpp2	Q8BXA7
Pdcl	Q9DBX2
Mob4	Q6PEB6
Phospho1	Q8R2H9
Phospho2	Q9D9M5
Pdc	Q9QW08
Phpt1	Q9DAK9
Phrf1	A6H619
Pcbd2	Q9CZL5
Pcbd1	P61458
Phtf1	Q9QZ09
Phtf2	Q8CB19
Phox2a	Q62066
Phox2b	O35690
Phxr1	P15973
Phxr2	P15972
Phxr4	P15974
Phxr5	P08399
Phyhd1	Q9DB26
Phyhip	Q8K0S0
Pi15	Q8BS03
Pi16	Q9ET66
Ptgir	P43252
