GeneID	Bulk RNA-seq IU_2.5preg_n1	Bulk RNA-seq IU_2.5preg_n2	Bulk RNA-seq IU_2.5preg_n3	Bulk RNA-seq IA_2.5preg_n1	Bulk RNA-seq IA_2.5preg_n2	Bulk RNA-seq IA_2.5preg_n3
Dtymk	1618	2005	1697	1672	2076	2320
Ing5	2040	2950	1920	1743	2484	2453
D2hgdh	1379	1774	1107	1471	1854	2059
Gal3st2	4	0	0	3	12	4
Gal3st2b	3	1	0	0	0	2
Gm7889	7	2	11	7	2	0
Gal3st2c	20	17	30	327	512	722
Neu4	0	0	0	12	13	26
Pdcd1	36	16	17	63	41	85
4930440C22Rik	0	0	2	0	0	0
Fam174a	2452	2374	2318	3727	4649	5533
St8sia4	1339	1473	890	127	190	127
4930598F16Rik	0	0	0	0	0	0
NA	15	24	15	21	22	25
1700063A18Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Slco4c1	1022	1124	843	234	262	242
Panct2	1415	1437	1195	560	758	826
Slco6b1	0	1	0	1	0	0
Slco6c1	0	0	0	0	0	0
Gm7133	0	0	0	1	0	0
Gm7135	3	1	2	5	24	17
Macir	1493	2093	1536	5114	6806	8123
Ppip5k2	2632	3464	2561	1960	2836	2788
Gin1	387	469	443	511	465	523
Pam	3961	6505	3518	3069	4365	4001
B230216N24Rik	14	9	0	23	12	11
1810006J02Rik	0	1	0	0	0	0
Slco6d1	0	0	0	0	0	0
NA	3	12	6	11	13	9
Cntnap5b	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0
Cdh20	4	4	3	2	0	0
Rnf152	451	728	393	38	62	47
Gm17634	6	1	8	0	0	0
Pign	2089	2591	1999	2436	3079	3177
Relch	2884	3699	2972	2395	3252	3247
Gm10193	1	1	2	0	1	2
Tnfrsf11a	1337	1601	1102	740	989	1037
Gm7160	21	20	16	11	24	22
Zcchc2	1816	2645	1920	1427	1792	2079
Gm20753	2	0	1	2	2	0
Phlpp1	1258	1857	1133	1247	1768	1822
Bcl2	1820	3996	1597	1586	2734	2716
D630008O14Rik	1	0	2	5	0	7
Kdsr	1796	2342	1651	2101	2568	2869
Vps4b	5361	7097	5062	6371	9385	9641
Serpinb5	256	279	241	146	283	282
Serpinb12	118	108	131	1077	1430	1618
Serpinb13	0	0	0	0	0	1
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0
Serpinb3c	0	0	0	0	1	0
Serpinb11	39	56	154	5043	6752	7819
Serpinb7	0	4	0	7	0	2
Serpinb2	0	2	0	0	0	6
Serpinb10	84	114	46	8	12	14
Serpinb8	956	1101	1004	543	641	660
Cdh7	0	0	0	4	2	2
Cdh19	35	74	22	2	0	2
Dsel	1373	2303	1448	941	1453	1460
Cntnap5a	10	23	2	2	2	0
Gm7145	0	0	0	0	0	0
Tsn	3685	5354	3868	4985	6766	7329
Nifk	1252	1657	1358	1338	1924	1904
Clasp1	2461	4349	2319	2772	4104	4511
2900060B14Rik	0	0	0	0	4	0
Tfcp2l1	9847	12738	9972	5142	7083	7437
Gli2	799	1458	599	1890	2711	3143
Inhbb	576	933	620	5581	7982	9648
Gm19295	0	0	0	0	1	1
Ralb	2127	2653	2175	2176	3252	3772
Tmem185b	802	1185	918	747	1249	1391
Epb41l5	2849	3343	2845	6568	9285	10015
Ptpn4	1409	1960	1471	1041	1722	1667
Tmem177	483	608	470	709	781	826
Cfap221	255	307	350	3009	4116	4615
Sctr	64	90	121	0	4	2
Tmem37	83	63	69	90	85	86
Dbi	3557	4164	4002	3259	4748	5289
3110009E18Rik	63	95	77	82	128	162
Steap3	465	1246	474	163	219	206
C1ql2	1	1	0	0	4	0
Marco	0	4	6	0	6	2
En1	0	0	0	0	0	0
Celrr	0	1	2	0	0	0
Insig2	1995	2629	2055	3772	4923	5592
Ccdc93	1449	2099	1478	1716	1970	2269
Htr5b	0	5	0	0	6	0
Ddx18	1491	1879	1366	2082	2688	2841
NA	0	0	0	0	0	0
Dpp10	1	0	0	0	0	4
Actr3	9083	12561	9200	7494	11538	12118
Slc35f5	4085	5137	4184	6228	8709	9639
Gpr39	363	319	252	343	490	525
Lypd1	26	42	26	139	165	189
Nckap5	276	359	317	518	764	882
Mgat5	2913	3721	2548	3280	4805	6107
Gm8451	347	418	298	272	248	275
Tmem163	11	2	6	8	7	9
Acmsd	6	2	8	4	6	1
2900009J06Rik	12	8	6	7	4	13
Ccnt2	2599	3348	2686	2687	3163	3352
Map3k19	838	1052	785	7329	10326	11964
Rab3gap1	3111	4410	3034	4060	5852	5948
Zranb3	1859	2300	1763	3902	5518	5887
R3hdm1	3523	4631	3508	3711	5150	4847
Mir128-1	0	0	0	0	1	0
Ubxn4	6132	8188	6086	7896	11002	12095
Lct	103	205	121	32	31	33
Mcm6	948	1679	1050	1015	1285	1417
Dars	6141	7560	5982	5282	7635	8153
Cxcr4	1299	1607	1170	754	1223	1059
Thsd7b	1254	1733	1195	6	12	13
Rpl31-ps9	286	437	348	245	306	349
Cd55b	13	11	8	60	65	70
Cd55	4077	4295	3907	9844	12971	13778
Zp3r	0	0	2	11	8	0
C4bp	17	30	9	69	72	93
C4bp-ps1	8	18	7	73	63	44
Pfkfb2	2735	3596	2824	4533	5792	5880
Yod1	445	664	460	501	812	799
AA986860	183	168	129	334	449	359
Fcamr	47	46	29	498	536	662
NA	7	18	20	237	250	276
Pigr	1436	1856	1581	659	911	984
Fcmr	22	8	6	14	7	16
Il24	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il19	4	6	6	0	0	0
Il10	4	0	2	0	2	2
Mapkapk2	6229	8455	5750	8415	12676	13212
Dyrk3	1480	1597	1329	4281	5495	6457
Eif2d	1664	2231	1743	3205	4050	4417
Rassf5	2714	3392	2413	1256	2045	2260
Ikbke	1222	1695	1412	2743	3179	3378
Srgap2	3409	4546	3396	10564	15025	15320
Fam72a	81	133	86	269	354	378
Avpr1b	1	0	0	0	2	0
Ctse	76	98	54	23	40	51
Rab7b	1039	1608	979	859	1265	1236
Slc26a9	75	70	57	968	1458	1275
Pm20d1	48	68	49	126	177	127
Slc41a1	3169	5224	3097	6523	8930	9943
Rab29	875	982	790	673	1075	975
Nucks1	5117	7270	5404	6222	9264	9298
Slc45a3	466	716	501	275	533	512
Elk4	944	1497	908	709	1015	1190
Mfsd4a	554	914	517	366	543	467
Cdk18	533	613	536	1155	1600	1853
Mir135b	0	0	1	3	2	4
Lemd1	33	30	23	167	228	173
Klhdc8a	20	11	10	115	163	193
Nuak2	642	1101	707	2487	3296	3694
Tmcc2	866	1625	980	901	1374	1573
Dstyk	2978	4402	2593	3943	5783	6249
Rbbp5	1937	2700	1858	2162	3009	3340
Tmem81	157	231	144	239	267	257
Cntn2	121	193	296	39	55	191
Nfasc	113	184	168	17	38	70
Gm10538	0	0	0	0	0	0
Lrrn2	172	421	165	340	497	464
Mdm4	2988	3918	2948	4720	5385	5173
Pik3c2b	2121	3160	2089	3273	4037	4012
Ppp1r15b	4828	7019	4801	5211	7399	8402
Plekha6	5588	7441	5340	13755	19159	19726
Gm19461	242	323	288	1104	1628	1971
Golt1a	306	358	242	413	595	546
Kiss1	31	35	27	81	102	108
Ren1	1621	1191	1225	301	573	517
Etnk2	116	116	83	425	509	692
Sox13	6093	8874	6132	12449	17118	19405
Snrpe	1650	1735	1657	1528	1820	2089
Zc3h11a	14331	17822	14436	9703	11101	10631
Zbed6	6574	7980	6557	2571	3514	3299
Lax1	107	148	110	4	23	14
Atp2b4	3874	10238	3335	1020	1727	1797
Optc	238	808	327	7	28	42
Prelp	4040	8613	3312	1070	1920	1421
NA	4	2	0	0	0	0
Fmod	1363	1369	1075	246	275	432
NA	58	55	72	64	100	89
Btg2	5039	7057	5258	2953	4091	4284
Gm8618	0	1	0	1	1	2
Chit1	0	0	2	0	0	0
Chil1	21	16	16	13	2	11
Mybph	0	2	6	0	1	0
Adora1	560	842	527	1031	1578	1282
Myog	0	0	0	0	0	0
Ppfia4	288	590	353	135	145	188
Tmem183a	2698	3450	2720	2271	2950	3298
Mgat4f	3	14	6	42	36	35
Cyb5r1	2375	2880	2639	1191	1596	1706
Adipor1	10684	12732	10316	7215	9795	10616
NA	0	0	0	0	0	0
Klhl12	2515	3313	2524	2226	2998	3374
Rabif	1260	1839	1307	1152	1691	1782
NA	31	61	46	18	39	48
Mgat4e	0	0	0	0	0	2
Kdm5b	4429	6771	4736	5868	8275	8981
Syt2	20	40	23	23	33	45
Ppp1r12b	1276	2825	1162	288	420	506
Ube2t	51	62	48	159	167	233
Lgr6	513	1231	558	960	1740	1966
Ptprv	513	461	711	869	1118	1121
Gm10535	7	15	7	25	22	16
Ptpn7	56	90	33	15	39	36
Arl8a	2384	3852	2761	5704	8173	9115
Gpr37l1	5	46	12	5	17	37
Elf3	5562	7856	6976	7006	10859	13338
Rnpep	5597	9314	5280	4551	6541	7331
Timm17a	1446	1700	1407	1079	1557	1750
Lmod1	2377	6807	2257	223	310	381
Shisa4	283	888	411	140	145	161
Ipo9	3216	5283	3181	3028	4196	4855
Nav1	5850	8437	4953	649	1121	953
Csrp1	16633	48648	17762	6233	8675	9194
Phlda3	1904	2883	1531	1355	2201	2163
Tnni1	22	30	15	13	3	16
Lad1	1967	2829	1739	1233	1757	1939
Tnnt2	933	2523	852	44	113	139
Pkp1	362	348	421	1669	2068	2318
Igfn1	6	0	8	7	4	9
Tmem9	1969	2622	1919	2680	3448	3747
Cacna1s	6	19	7	2	2	4
Gm15850	0	0	1	0	0	0
Kif21b	460	765	495	540	431	476
Mroh3	11	19	3	27	26	3
Inava	1659	2137	1562	1619	2291	2237
Gm3878	0	0	4	0	0	0
Gpr25	4	4	2	0	6	0
Camsap2	2918	4683	3047	2290	3325	3559
9230116N13Rik	53	94	56	105	83	107
Ddx59	429	446	471	638	900	928
Kif14	180	209	223	11	20	20
4933409D19Rik	0	0	0	0	0	0
Zfp281	943	1651	923	816	1318	1269
Gm19705	22	6	11	2	5	3
Platr22	2	4	0	1	0	0
Gm8762	0	0	0	0	0	0
Nr5a2	40	71	8	3	1	6
A130050O07Rik	0	0	0	1	2	0
Mir181a-1	0	0	0	0	0	0
Mir181b-1	0	0	0	0	0	0
Ptprc	833	1385	806	189	284	326
Atp6v1g3	0	0	0	0	0	1
Nek7	5230	6810	5123	7556	10351	11520
Gm5833	0	0	0	0	1	0
Lhx9	0	0	3	29	25	40
2310009B15Rik	245	288	270	382	517	526
1700019P21Rik	0	0	0	0	0	0
Dennd1b	1600	1830	1598	1882	2610	2624
Crb1	8	5	9	62	43	79
4933436E23Rik	0	0	0	0	0	0
Zbtb41	2236	3028	2324	2054	2916	3113
Aspm	66	139	109	53	84	111
F13b	0	0	0	0	0	0
Cfhr1	2	3	0	0	2	0
Cfhr3	2	0	2	0	0	0
Cfhr4	6	8	2	0	8	4
Cfhr2	6	18	7	4	5	1
Cfh	9543	15927	7417	1264	1963	1988
Kcnt2	174	222	119	16	12	21
4930590L20Rik	0	0	0	0	0	0
Gm4845	0	0	0	1	2	0
Cdc73	2041	2571	2115	2013	2762	3114
B3galt2	8	14	13	22	20	12
Glrx2	1346	2050	1328	1238	1779	1816
Ro60	3276	4395	2889	6181	8765	9253
Uchl5	574	914	607	579	708	772
Rgs2	3774	8853	3504	443	752	585
NA	0	0	0	0	0	0
Rgs13	12	12	8	0	1	4
Rgs1	27	52	27	4	6	6
Rgs21	0	0	0	0	0	0
Rgs18	49	66	26	4	6	13
Brinp3	60	137	43	2	4	1
Gm15583	2	1	5	2	2	0
Gm9931	0	0	0	0	0	0
NA	0	0	0	0	0	0
Pla2g4a	9916	9820	9150	2724	4051	4183
Ptgs2os	0	5	1	0	4	0
Ptgs2	505	777	562	6	16	11
Rbm3-ps	169	211	147	144	158	200
NA	5	3	1	8	7	8
Pdc	0	0	0	0	0	0
2310030A07Rik	0	1	0	0	0	0
Odr4	2165	2964	2153	2296	2879	3242
Tpr	6309	8595	5937	7392	10683	11119
Prg4	57	49	12	25	34	20
Hmcn1	172	152	134	312	526	566
C730036E19Rik	9	15	4	14	31	19
3110040M04Rik	0	0	0	0	0	0
Ivns1abp	33959	39073	35680	14491	18781	20374
Swt1	983	1339	970	2376	2336	2905
Trmt1l	2052	3025	2201	4414	5506	6277
Rnf2	2496	3244	2364	3503	4969	5231
NA	4	1	2	1	5	2
Niban1	8624	11068	8170	20596	29814	35591
Edem3	2907	3934	2744	4187	5099	5501
1700025G04Rik	907	1605	815	609	764	797
Tsen15	699	848	729	714	943	1114
Colgalt2	170	370	209	31	55	59
Rgl1	1809	3032	1898	2792	4269	4572
NA	48	80	69	216	339	427
Apobec4	30	32	32	308	400	451
Arpc5	5391	6546	5419	3680	5171	5494
NA	1	3	3	0	0	1
Ncf2	2031	1945	2099	3875	6021	6747
Smg7	4537	6397	4636	5156	6831	7172
Nmnat2	1241	1697	1219	2074	3308	3895
Lamc2	11902	14084	12308	17055	25973	28849
Lamc1	8486	16551	8681	7977	11777	12913
E330020D12Rik	7	20	8	3	0	1
Shcbp1l	16	9	2	3	3	16
Dhx9	9010	12054	8808	7698	11729	11412
Npl	24523	25174	25279	2787	3860	4385
Rgs8	7	4	2	0	0	2
C230024C17Rik	0	0	0	0	0	0
Rgs16	204	379	244	10	34	19
Rnasel	1487	2330	1297	685	959	856
Rgsl1	85	88	84	87	81	62
Teddm2	34	27	17	39	32	31
Teddm1b	3	0	3	2	4	5
Teddm1a	4	0	1	2	7	1
Glul	54514	80290	48072	10561	14511	15125
NA	0	1	0	0	0	0
NA	55	113	90	232	327	364
4930452N14Rik	0	0	0	1	0	0
Cacna1e	519	788	431	378	576	510
Ier5	1699	2820	1918	4616	6852	8486
Mr1	2257	3715	2036	5495	7233	8258
Stx6	2649	3622	2678	3193	4748	5016
BC034090	256	562	278	289	493	448
NA	0	7	0	2	0	0
Xpr1	6131	8692	5550	6540	9565	10561
Gm5532	22	19	23	5	15	9
Acbd6	1710	2635	1757	2617	3769	3872
Lhx4	0	0	2	0	0	0
NA	1	0	2	3	4	9
Qsox1	9941	11447	10405	11248	14133	16393
Cep350	4548	5642	4225	6647	8942	10159
Tor1aip1	4571	6578	4556	5192	7251	7384
Tor1aip2	7532	10230	7385	7885	11182	11364
Fam163a	5	2	8	5	4	4
Tdrd5	14	16	21	33	27	37
Nphs2	0	5	4	24	15	14
Axdnd1	35	39	18	108	133	118
Soat1	4435	5806	4112	5120	6366	7370
Abl2	2242	3269	2200	2148	3538	3597
Tor3a	1974	3097	1742	1483	1931	2214
Gm19918	0	0	0	0	0	0
Fam20b	7896	10349	7400	4240	6245	6520
Ralgps2	2539	5028	2345	2045	2727	2923
Angptl1	325	691	338	56	116	114
Tex35	56	53	44	1	0	0
Rasal2	1579	2546	1379	2705	4433	4809
2810025M15Rik	350	637	388	380	467	553
Cryzl2	1191	1455	1275	2667	3850	3962
Sec16b	385	755	603	102	144	109
NA	1	0	1	2	0	0
Brinp2	304	1340	354	7	21	10
Astn1	300	1202	263	24	43	20
Mir488	0	0	0	0	0	0
Pappa2	117	134	61	54	147	114
1600012P17Rik	0	0	0	0	0	0
Cop1	2235	3041	2160	2453	3094	3231
Scarna3a	0	0	11	4	3	1
Tnr	0	2	2	5	12	4
4930523C07Rik	680	1482	675	840	1333	1206
4930562F07Rik	1	9	9	18	3	12
Tnn	16	65	16	50	22	32
Mrps14	1257	1553	1271	1199	1702	1729
Cacybp	2494	2892	2456	4684	5576	7559
Rabgap1l	7702	9449	7099	7975	11385	12106
Mir1927	1	1	0	0	3	0
Gpr52	6	0	6	3	11	0
Gm6177	1	0	2	3	4	0
Rc3h1	3941	6030	4004	5279	7250	7601
Serpinc1	9	15	5	11	10	19
Zbtb37	381	533	377	365	575	620
Gas5	4954	6225	5199	4247	4918	5210
NA	0	0	0	0	0	0
Snord47	33	46	31	18	9	17
Dars2	571	735	556	959	1175	1275
Cenpl	70	160	187	106	153	163
Klhl20	1038	1939	1155	1220	1482	1637
Ankrd45	367	493	482	3297	4216	4508
Tex50	9	13	2	98	36	47
Prdx6	6318	7364	5983	11438	15448	16539
Tnfsf4	2	4	3	16	6	10
Tnfsf18	7	7	2	70	76	49
Fasl	18	6	2	10	3	0
Suco	15735	17005	14802	7592	12104	11636
4930558K02Rik	0	0	0	3	6	13
Pigc	1342	1494	1420	1399	1752	2094
Dnm3	261	400	228	3047	4822	5098
2810442N19Rik	11	10	5	37	34	28
Dnm3os	496	787	770	85	67	28
Mir199a-2	0	0	0	0	0	0
Mir214	0	0	0	0	0	0
Mettl13	448	670	449	666	925	946
Vamp4	969	1489	939	1083	1295	1387
Myoc	82	141	63	36	48	50
Myocos	0	2	0	1	2	1
Prrc2c	10861	14617	10124	11512	16512	15661
Fmo4	18	15	15	55	81	74
Fmo1	396	700	360	63	78	65
Fmo2	5112	6391	3458	5980	8277	8429
Fmo6	0	2	6	14	37	18
Fmo3	0	5	0	2	1	0
Mroh9	0	0	0	0	0	0
Prrx1	2074	5804	2048	372	562	538
Gorab	685	922	808	667	1015	947
Ntmt2	0	0	0	0	0	0
Kifap3	2864	3923	2672	8103	11285	12220
Scyl3	1468	1920	1560	1627	2223	2369
BC055324	177	283	230	497	723	697
Mettl18	163	247	144	368	430	512
Sele	28	31	22	11	6	8
Sell	30	53	36	4	6	5
Selp	152	514	178	38	103	94
Gm16548	7	3	1	3	0	0
F5	136	205	73	8	12	15
Slc19a2	483	846	510	781	992	1010
Ccdc181	2405	2676	2732	18434	23619	27034
Blzf1	901	1161	902	1379	1896	1930
Nme7	1139	1468	1120	2968	3817	4545
Atp1b1	38209	41924	34659	3313	3990	4640
Dpt	6417	10845	6495	674	1327	1095
Gm20743	33	26	12	2	7	7
Xcl1	12	6	9	2	3	10
1700029M03Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	2	2	6
Tbx19	1	0	0	1	1	0
Sft2d2	10487	13672	9526	11531	16751	16810
Tiprl	1820	2352	1845	1897	2474	2735
Gpr161	114	224	76	50	80	149
Dcaf6	3832	4893	3657	2879	4013	4381
Mpc2	3778	4053	3971	1768	2491	2657
Adcy10	80	69	75	0	5	9
Mpzl1	3987	5517	4118	3351	4331	4599
Gm19622	0	0	1	2	4	0
Rcsd1	915	1353	948	981	1503	1280
NA	6	0	2	0	1	0
Creg1	2823	3362	2688	5977	7473	8370
Cd247	25	40	42	122	173	139
Pou2f1	1705	2483	1689	1563	2350	2231
Styxl2	0	12	8	6	6	6
Gpa33	232	223	207	106	176	197
Mael	0	0	0	0	2	0
Ildr2	8364	7798	7616	19636	32458	35745
Gm15853	57	95	41	21	61	45
Tada1	1033	1483	971	1009	1246	1337
Pogk	1444	2463	1391	1625	2354	2457
Gm4846	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0
Gm16701	11	12	4	5	6	8
Fam78b	58	78	50	10	33	41
Uck2	723	937	686	527	677	815
Tmco1	3115	3761	3054	3321	4334	4576
NA	0	3	6	0	6	0
Aldh9a1	3339	5414	3112	3706	5359	5794
Mgst3	533	1222	595	753	831	997
Lrrc52	0	0	0	0	0	0
NA	0	0	0	0	0	0
Rxrg	12	19	10	0	0	0
Lmx1a	27	20	16	49	77	86
Pbx1	15933	35482	15098	11219	17513	17903
Nuf2	41	94	97	50	60	65
Rgs5	516	1284	428	40	108	71
NA	439	922	316	47	94	70
Rgs4	87	489	149	34	42	47
Ccdc190	91	155	101	778	1045	1130
Hsd17b7	112	181	154	183	275	261
3110045C21Rik	4	3	4	4	22	10
Ddr2	5192	8610	4540	1016	1462	1417
Uap1	2526	3157	2454	2182	3002	3293
Uhmk1	1364	2079	1320	1158	1890	2177
Sh2d1b2	0	0	0	0	0	0
Gm6345	5	13	12	12	17	32
Sh2d1b1	37	39	38	22	11	23
Gm7694	585	1018	645	909	1433	1397
Spata46	8	11	21	12	9	15
Nos1ap	242	362	284	232	479	455
Olfml2b	176	557	243	70	112	106
Atf6	4588	6475	4214	8301	13244	14445
Dusp12	654	824	743	613	662	639
Fcrlb	11	10	14	2	0	0
Fcrla	18	35	30	6	11	10
Fcgr2b	371	748	379	85	153	94
Fcgr4	182	197	166	24	48	60
Fcgr3	539	737	488	152	204	220
Cfap126	1853	1909	1888	14180	19116	20519
Sdhc	4627	6651	4822	4504	6252	6565
Mpz	50	98	63	85	113	147
Pcp4l1	1798	3821	2047	5147	8187	8035
Nr1i3	7	10	2	6	9	3
Tomm40l	1087	1612	1153	768	1095	1151
Apoa2	7	19	9	9	13	3
Fcer1g	552	872	503	148	298	298
Ndufs2	6597	10407	7030	6135	8464	9168
Adamts4	914	1535	1131	717	1286	1690
B4galt3	2963	4104	3296	2727	3603	3738
Ppox	2162	2966	2510	3788	4194	4286
Usp21	2256	3637	2567	3745	5016	5324
Ufc1	2156	2445	2177	1540	1961	2340
NA	0	0	0	0	0	0
NA	47	103	63	51	64	44
Dedd	1994	2737	2080	2370	2931	3144
Nit1	1578	2136	1640	2138	2613	2943
Pfdn2	1220	1652	1278	2157	3285	3340
Klhdc9	570	779	569	1710	2353	2504
Nectin4	1500	1905	1671	5096	6745	7907
Arhgap30	475	640	391	114	162	173
Usf1	2742	3718	2870	2452	3372	3758
Tstd1	65	115	104	122	139	144
F11r	13151	15044	12032	11879	16960	17498
Alyref2	320	385	311	215	303	338
Itln1	0	0	2	0	2	0
Cd244a	116	110	84	30	46	41
Ly9	134	180	89	15	40	29
Slamf7	252	381	146	50	63	73
Cd48	200	262	148	29	81	84
NA	261	303	263	115	251	282
Slamf1	1	3	0	0	0	2
Cd84	131	214	128	25	81	36
Gm10521	5	9	4	4	6	2
NA	0	0	0	0	0	0
Slamf6	3	9	2	0	2	1
Vangl2	2295	2917	2170	1289	2217	2478
Nhlh1	1	0	3	0	0	0
Ncstn	6503	9357	6611	6739	8938	9853
Copa	17250	22469	15963	14575	21761	24096
Gm20101	1	0	0	0	1	0
Pex19	3229	5134	3188	3517	4768	4829
Dcaf8	10634	15521	10507	11056	14909	16398
Pea15a	14303	20318	13169	6378	11607	11752
Casq1	458	564	396	125	139	142
Atp1a4	2	4	1	1	1	6
Atp1a2	2231	6428	1826	337	580	471
Igsf8	1797	3120	1821	2280	2629	2797
Kcnj9	12	13	10	11	10	4
Kcnj10	49	79	30	24	52	32
Pigm	1669	2358	1866	2315	3074	3442
NA	0	1	0	3	0	0
Slamf9	221	306	234	136	276	209
Igsf9	1379	1582	1399	5295	6161	6041
Tagln2	5022	6933	5086	9197	13021	14778
Cfap45	778	1071	929	8848	12522	14377
4933439K11Rik	152	194	162	406	485	408
Vsig8	25	25	9	62	35	45
Slamf8	75	106	60	19	23	38
Fcrl6	6	4	4	2	0	0
Dusp23	409	713	532	716	1046	1100
NA	10	11	2	18	14	26
Crp	4	6	2	18	8	13
Apcs	0	0	0	0	0	0
Or10j5	0	0	0	0	0	0
Or10j27	0	0	0	0	0	0
Or10j7	0	0	0	0	0	0
Or10j3	0	0	0	0	0	0
Or10j3b	0	0	0	0	0	0
Fcer1a	2	9	0	2	6	0
Or10j2	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0
Ackr1	92	293	87	23	47	53
Cadm3	127	322	129	25	33	48
Aim2	98	94	84	7	23	18
NA	34	89	38	11	21	23
Ifi214	4	3	0	0	2	0
Ifi213	53	71	37	0	6	5
Ifi209	157	342	127	16	73	52
Ifi208	28	85	46	12	10	9
NA	0	0	4	0	0	0
Ifi207	271	508	215	64	109	92
Ifi204	248	372	289	42	98	88
Ifi203-ps	38	69	40	8	3	3
Gm7897	0	0	0	0	0	0
Mndal	878	1198	838	166	189	211
Ifi211	173	321	121	33	28	31
Ifi203	1244	1681	981	214	333	276
Ifi202b	0	0	0	7	2	2
Ifi205	256	351	179	26	63	81
Or10aa1	2	12	0	0	0	0
Or10aa3	0	0	0	0	0	0
Or6n2	0	0	0	0	0	0
Or6n1	0	0	0	0	0	0
Or6k14	0	0	0	0	0	0
Or6k6	0	0	0	0	0	0
Or6k4	0	0	0	0	0	0
Olfr421-ps1	0	0	0	0	0	0
Or6k2	0	0	0	0	0	0
Spta1	0	0	5	0	0	4
Or10z1	0	0	0	0	0	0
Mptx1	0	0	0	0	0	0
Or10x1	0	0	0	0	0	0
Or10x4	0	0	0	0	0	0
Or6p1	0	0	0	0	0	0
Or6y1	0	0	0	0	0	0
Fmn2	172	197	152	931	1334	1459
Grem2	532	1252	476	80	120	127
Rgs7	10	22	13	313	308	274
Fh1	2013	3189	2152	2407	3246	3438
Kmo	111	174	79	23	36	30
Opn3	58	101	64	35	71	61
Chml	492	829	438	385	550	533
Wdr64	1	0	0	2	0	0
Exo1	24	38	27	16	51	55
Pld5	2	4	2	19	20	14
Cep170	1081	1964	1082	1392	1814	1964
Mir350	0	0	0	0	0	0
Sdccag8	933	1080	862	2692	3586	4129
Hmga2-ps1	67	97	46	17	19	31
Akt3	2466	4353	2273	2882	4074	3875
Zbtb18	3987	5182	4198	5264	7117	7837
2310043L19Rik	19	21	20	2	3	4
1700016C15Rik	3	10	6	29	34	39
Adss	3935	5516	3903	6368	8893	9476
Catspere1	3	9	3	4	10	6
Catspere2	18	40	24	28	38	42
Desi2	1247	2158	1143	905	1247	1376
Gm9982	17	24	16	9	16	12
4930527J03Rik	0	1	0	1	0	0
NA	501	676	509	684	900	1086
B230369F24Rik	17	39	6	20	41	27
Cox20	884	1256	1170	1031	1122	1059
Hnrnpu	16086	24456	17365	21613	32263	33428
Efcab2	413	458	408	1534	2383	2602
Kif26b	826	1148	769	5038	7323	9039
Smyd3	516	708	516	2509	3480	3785
Tfb2m	790	1300	916	1118	1387	1521
Cnst	2998	4648	2897	3612	5330	6373
Sccpdh	2971	3493	2969	3812	4659	5356
Ahctf1	3444	4674	3347	3540	5061	5328
NA	1	0	0	3	2	9
Cdc42bpa	8389	11574	7773	15564	23541	24968
Coq8a	765	1488	688	1281	1624	1782
Psen2	932	1549	1054	1522	2105	2371
Gm5069	68	92	45	93	121	129
Itpkb	3528	6327	3422	3534	5158	6038
Stum	233	405	145	34	31	43
Parp1	3500	5331	3454	4036	5952	6692
Lin9	234	382	232	244	365	297
Mixl1	0	0	0	0	2	2
Acbd3	3263	4768	3253	2774	4251	4500
Gm17275	0	0	0	0	1	3
H3f3a	5576	7068	6058	6533	8458	9754
Sde2	1769	2343	1575	1789	2610	2961
NA	0	2	2	3	8	0
Lefty2	2	1	4	0	8	0
NA	0	0	0	0	1	0
Pycr2	2213	2890	2354	2127	2762	3278
Lefty1	119	139	97	57	62	43
Tmem63a	2769	4343	2854	2997	3709	4234
Ephx1	13490	17161	12205	17228	25112	24413
Degs1l	21	37	35	2	11	6
Nvl	1361	2119	1546	1433	1940	1986
Cnih4	1968	2744	1982	2205	3127	3187
Wdr26	11705	16565	11841	12197	17172	17187
A430110L20Rik	69	107	75	155	125	102
Cnih3	10	6	11	10	12	2
Ccdc121rt1	171	246	246	3593	5012	5323
Dnah14	878	1001	707	348	544	445
Lbr	1800	2868	2029	1789	2353	2702
Gm5533	11	21	7	1	4	4
Enah	5112	7179	5352	11921	18667	21604
Srp9	3900	3983	3869	2754	3804	4370
Vmn1r1	0	0	0	0	0	0
Degs1	3920	5330	3991	3079	4421	5386
1700047M11Rik	0	4	0	2	0	2
Fbxo28	3657	5011	3645	3053	4799	5026
Trp53bp2	7882	9958	8323	15418	21393	22503
Capn2	4205	7110	4201	5414	7750	8588
Capn8	6	1	2	6	8	13
Ccdc185	0	0	0	0	0	0
Susd4	317	415	297	303	450	530
Tlr5	152	216	146	353	386	376
Disp1	1600	2130	1709	1979	3492	3877
Brox	2958	4131	2781	2793	3640	3958
Aida	1642	2250	1509	1357	1715	1836
Mia3	8757	11220	8534	9827	13011	15427
Taf1a	910	1455	1063	1833	2173	2360
