GeneID	Bulk RNA-seq IU_Finnerty_Estrus_n1	Bulk RNA-seq IU_Finnerty_Estrus_n2	Bulk RNA-seq IU_Finnerty_Estrus_n3	Bulk RNA-seq IA_Finnerty_Estrus_n1	Bulk RNA-seq IA_Finnerty_Estrus_n2	Bulk RNA-seq IA_Finnerty_Estrus_n3
Pdcd1	10	24	20	22	11	87
4930440C22Rik	0	0	0	0	0	0
Fam174a	1560	1492	2301	2227	2337	3297
St8sia4	1178	786	1438	168	175	120
4930598F16Rik	0	0	0	0	0	0
NA	13	21	17	17	19	31
1700063A18Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Slco4c1	59	85	330	87	132	140
Panct2	335	224	534	272	415	370
Slco6b1	0	0	0	0	0	2
Slco6c1	0	0	0	0	0	0
Gm7133	0	0	0	0	0	0
Gm7135	0	2	2	12	5	5
Macir	1135	1301	2043	2908	2904	4774
Ppip5k2	2058	1771	2709	1479	2086	1733
Gin1	256	285	464	265	314	373
Pam	2425	3725	5972	2137	2497	3533
B230216N24Rik	2	6	13	5	6	4
1810006J02Rik	2	2	2	5	0	2
Slco6d1	0	0	0	0	0	0
NA	0	6	17	11	8	13
Cntnap5b	2	0	0	0	0	0
Gm20268	0	0	0	0	0	0
Cdh20	0	2	4	0	4	0
Rnf152	431	774	1025	51	44	33
Gm17634	5	8	13	2	0	0
Pign	1515	1550	2301	1436	1778	1746
Relch	2446	2503	3697	1718	2363	2362
Gm10193	7	8	10	6	0	12
Tnfrsf11a	698	769	1562	540	336	670
Gm7160	10	24	26	13	17	9
Zcchc2	1496	1824	2821	859	1198	1089
Gm20753	1	3	4	3	1	2
Phlpp1	920	1271	1689	953	1147	1135
Bcl2	1663	3317	3659	1660	1756	1721
D630008O14Rik	0	0	0	0	0	0
Kdsr	1247	1491	2113	1461	2101	1855
Vps4b	4234	5033	6918	4691	5236	6374
Serpinb5	154	185	287	345	177	199
Serpinb12	66	40	91	455	509	772
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	2
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0
Serpinb11	149	36	46	2755	6558	3451
Serpinb7	0	0	2	0	37	6
Serpinb2	0	0	2	0	0	0
Serpinb10	47	34	126	6	4	11
Serpinb8	757	883	724	325	828	409
Cdh7	0	0	0	0	0	0
Cdh19	28	71	44	0	0	0
Dsel	1518	1314	2013	918	1240	971
Cntnap5a	14	83	76	8	6	2
Gm7145	0	0	0	0	0	0
Tsn	2983	2935	4890	3592	4052	4461
Nifk	1182	1024	1866	1044	1309	1418
Clasp1	2380	2942	4317	2196	2881	2683
2900060B14Rik	1	0	4	0	0	0
Tfcp2l1	4870	8897	10973	2809	6119	4140
Gli2	814	1411	2213	1392	1296	1644
Inhbb	4892	578	1382	2234	3004	4859
Gm19295	0	0	0	2	0	1
Ralb	1887	2160	2536	1730	2101	2294
Tmem185b	628	678	1011	588	811	628
Epb41l5	1646	1751	3169	3198	3456	5172
Ptpn4	1567	1510	1948	775	1297	897
Tmem177	306	298	556	377	436	488
Cfap221	129	143	340	1401	1569	2345
Sctr	18	15	41	0	2	4
Tmem37	67	73	99	25	34	85
Dbi	3155	2756	3793	4304	3759	2946
3110009E18Rik	72	55	117	74	57	146
Steap3	934	1611	1407	588	495	331
C1ql2	0	4	4	0	0	0
Marco	0	2	0	2	0	0
En1	2	0	2	0	2	0
Celrr	2	2	0	2	0	0
Insig2	1300	1486	2280	2080	2476	3396
Ccdc93	961	1293	1998	1093	1202	1267
Htr5b	0	4	3	0	3	2
Ddx18	916	885	1640	1070	1221	1503
NA	2	0	0	0	0	0
Dpp10	4	6	11	0	0	0
Actr3	8682	7827	11976	6885	8823	7605
Slc35f5	2764	4060	6111	3901	3304	5620
Gpr39	260	300	349	258	218	262
Lypd1	41	140	89	37	16	124
Nckap5	136	237	479	298	265	563
Mgat5	2213	2329	3333	2169	2608	2552
Gm8451	223	270	398	155	255	261
Tmem163	4	10	12	12	8	6
Acmsd	3	4	4	0	0	0
2900009J06Rik	9	10	13	10	6	5
Ccnt2	1907	1729	2912	1509	2052	1842
Map3k19	554	475	989	4546	5515	5717
Rab3gap1	2585	2885	4131	2797	3813	4162
Zranb3	1075	1172	2147	2723	3914	3285
R3hdm1	3336	3085	4849	2893	4723	2992
Mir128-1	0	1	0	0	0	0
Ubxn4	5199	5982	8067	6217	6987	7418
Lct	40	89	296	27	21	26
Mcm6	1015	968	1634	858	983	1078
Dars	5149	4737	7613	4263	5304	5033
Cxcr4	718	1267	2153	748	799	598
Thsd7b	41	227	240	16	8	8
Rpl31-ps9	98	90	175	86	137	145
Cd55b	6	8	11	31	47	42
Cd55	3116	4008	4631	6316	9767	8289
Zp3r	1	1	0	3	2	10
C4bp	12	14	14	17	28	29
C4bp-ps1	9	15	13	18	14	25
Pfkfb2	2424	2299	3570	2874	3529	3419
Yod1	353	342	546	313	459	373
AA986860	128	189	332	218	143	315
Fcamr	24	41	60	208	190	357
NA	33	36	33	97	115	129
Pigr	3134	8916	4166	281	255	456
Fcmr	9	14	14	2	6	12
Il24	2	2	0	0	0	0
Il20	0	0	0	0	0	0
Il19	10	10	8	0	0	1
Il10	8	2	1	0	2	0
Mapkapk2	4106	4951	8707	5064	4504	7670
Dyrk3	1161	1136	1552	2571	2567	3428
Eif2d	1118	1418	2144	2246	2071	2865
Rassf5	6616	4147	3945	883	2972	1502
Ikbke	1020	1148	1513	1722	2230	2213
Srgap2	1873	2365	4331	5197	6615	8124
Fam72a	32	43	60	77	138	235
Avpr1b	0	0	0	0	1	0
Ctse	209	273	155	12	54	43
Rab7b	1224	1037	1389	791	1081	984
Slc26a9	102	189	150	456	404	648
Pm20d1	167	44	68	57	239	96
Slc41a1	3318	3423	4597	3975	5314	5311
Rab29	842	781	945	602	521	652
Nucks1	3831	4207	6858	4010	4593	5557
Slc45a3	328	397	542	178	241	293
Elk4	934	948	1410	584	1006	573
Mfsd4a	1345	857	869	331	442	308
Cdk18	688	529	717	1141	2252	1045
Mir135b	0	0	0	0	0	0
Lemd1	2	10	43	186	68	264
Klhdc8a	5	6	18	74	28	122
Nuak2	1142	901	1273	1871	2335	2896
Tmcc2	1015	677	1146	640	1277	1075
Dstyk	2592	2680	3624	2532	4246	3712
Rbbp5	1754	1585	2457	1418	1965	1786
Tmem81	127	170	238	99	137	142
Cntn2	896	115	201	100	599	55
Nfasc	554	221	175	73	188	16
Gm10538	0	0	0	0	0	0
Lrrn2	135	333	506	798	303	492
Mdm4	2008	2154	3777	2132	2912	2532
Pik3c2b	1249	2158	3052	1606	1661	2275
Ppp1r15b	4332	3842	5913	3240	4727	4436
Plekha6	5730	6727	9596	8459	8580	10912
Gm19461	184	260	411	697	776	893
Golt1a	180	231	370	232	235	320
Kiss1	23	54	54	175	123	106
Ren1	798	1363	1697	3853	642	1058
Etnk2	42	67	128	206	694	407
Sox13	5796	5589	8666	9409	12706	10998
Snrpe	1273	1173	1695	987	1188	1369
Zc3h11a	7858	6403	15362	5001	6762	7167
Zbed6	3764	2887	7137	1745	3409	2063
Lax1	54	58	165	26	16	27
Atp2b4	4461	7755	15900	4214	3008	1635
Optc	642	705	1706	250	209	115
Prelp	2319	7383	8140	2550	1092	1492
NA	0	0	1	0	0	0
Fmod	366	577	1224	184	121	202
NA	19	58	98	90	75	108
Btg2	2521	3852	4593	3091	3860	2744
Gm8618	0	5	2	1	2	1
Chit1	0	0	0	0	2	0
Chil1	57	52	16	6	0	5
Mybph	0	0	4	1	1	2
Adora1	151	1331	1221	2216	581	1366
Myog	0	0	0	0	0	0
Ppfia4	319	477	553	133	108	133
Tmem183a	1924	1805	2773	1704	2042	1945
Mgat4f	10	3	12	12	16	8
Cyb5r1	2011	1750	2707	752	934	977
Adipor1	3854	5651	7615	3873	4548	6409
NA	0	0	0	0	3	0
Klhl12	1124	1156	1975	1054	1344	1820
Rabif	974	930	1435	885	1062	944
NA	36	42	53	20	39	28
Mgat4e	0	0	2	1	1	0
Kdm5b	3068	3674	5081	3296	4462	4906
Syt2	64	73	65	29	86	13
Ppp1r12b	1569	2495	4473	917	807	423
Ube2t	53	40	19	104	75	128
Lgr6	1510	572	944	985	1634	866
Ptprv	657	384	747	1166	1441	763
Gm10535	18	5	25	15	20	6
Ptpn7	79	64	76	38	39	39
Arl8a	2295	2656	4082	4008	4261	5107
Gpr37l1	10	20	36	20	4	18
Elf3	12448	6944	6633	5970	10849	6352
Rnpep	5388	4279	6017	3863	3667	3835
Timm17a	1332	1071	1745	941	1283	1133
Lmod1	4261	7676	10429	2094	1735	872
Shisa4	600	707	1025	268	420	174
Ipo9	2868	3111	4788	2395	2996	2510
Nav1	3605	5408	10348	2191	1782	687
Csrp1	26410	38638	68267	17477	14300	12448
Phlda3	1080	1647	2655	1007	766	1218
Tnni1	17	18	31	6	10	9
Lad1	2845	3470	3105	1077	1386	1241
Tnnt2	556	1438	4987	424	243	130
Pkp1	538	430	438	1752	2432	1548
Igfn1	4	0	5	2	0	2
Tmem9	1310	1932	2565	1968	2388	2918
Cacna1s	53	66	24	10	2	0
Gm15850	0	1	0	0	0	0
Kif21b	676	1000	1049	431	447	425
Mroh3	24	20	33	9	25	6
Inava	1982	1538	2408	1358	1693	1327
Gm3878	0	0	0	0	1	0
Gpr25	13	7	7	0	0	4
Camsap2	2206	2422	3855	1384	2039	1757
9230116N13Rik	48	41	74	53	35	59
Ddx59	345	357	699	487	602	568
Kif14	32	32	37	28	23	49
4933409D19Rik	0	0	0	0	0	0
Zfp281	881	830	1614	587	902	778
Gm19705	8	12	12	4	8	4
Platr22	0	2	4	0	2	0
Gm8762	0	2	0	3	3	2
Nr5a2	30	52	96	24	23	12
A130050O07Rik	0	1	1	0	2	0
Mir181a-1	0	0	0	0	0	0
Mir181b-1	0	0	0	0	0	0
Ptprc	839	1060	1120	248	285	219
Atp6v1g3	0	0	0	0	0	0
Nek7	3081	3920	6136	3980	4877	7230
Gm5833	0	0	0	0	0	0
Lhx9	0	2	4	2	8	43
2310009B15Rik	281	255	399	281	445	446
1700019P21Rik	0	0	0	0	0	0
Dennd1b	1043	1136	1572	1332	1442	1656
Crb1	3	5	3	56	108	65
4933436E23Rik	0	0	0	0	0	0
Zbtb41	1629	1589	2588	1141	1675	1409
Aspm	102	108	58	84	162	168
F13b	0	0	0	0	0	0
Cfhr1	1	4	4	0	0	0
Cfhr3	2	3	2	0	0	0
Cfhr4	11	14	5	5	6	2
Cfhr2	20	25	27	2	2	10
Cfh	9486	17741	14659	1829	1804	1900
Kcnt2	76	96	174	20	23	31
4930590L20Rik	0	0	0	0	0	0
Gm4845	0	0	0	0	0	0
Cdc73	1267	1294	2058	1269	1742	1688
B3galt2	12	14	28	2	12	4
Glrx2	1200	1182	1832	1111	1264	1226
Ro60	2024	2530	4046	3606	4576	5840
Uchl5	528	509	668	433	572	542
Rgs2	2181	6770	6943	1541	1434	759
NA	0	0	0	0	0	0
Rgs13	11	3	10	2	12	1
Rgs1	17	24	61	0	2	2
Rgs21	0	0	0	0	0	0
Rgs18	53	18	36	6	7	12
Brinp3	89	107	146	16	9	2
Gm15583	6	2	2	0	0	0
Gm9931	0	0	0	0	0	0
NA	0	0	0	0	0	0
Pla2g4a	4683	3968	8008	2263	2174	2186
Ptgs2os	2	0	2	2	2	0
Ptgs2	732	593	648	19	32	2
Rbm3-ps	166	132	245	113	214	177
NA	2	1	0	2	5	12
Pdc	0	0	0	0	0	0
2310030A07Rik	1	0	0	0	0	0
Odr4	1698	2105	2980	1611	1858	2200
Tpr	5379	5684	8931	5170	6774	6949
Prg4	51	85	100	22	19	22
Hmcn1	90	141	248	223	881	383
C730036E19Rik	28	14	9	3	12	20
3110040M04Rik	6	0	1	0	2	0
Ivns1abp	34472	23253	35185	8439	9666	11265
Swt1	483	597	961	789	1050	1289
Trmt1l	1602	1398	2656	1977	2565	3049
Rnf2	1876	1997	3042	1883	2324	3043
NA	7	0	3	8	0	6
Niban1	5305	8206	10044	13452	13507	17601
Edem3	2518	2904	3860	2576	3425	2938
1700025G04Rik	766	1194	1577	811	680	557
Tsen15	529	500	837	569	653	709
Colgalt2	661	252	319	57	291	64
Rgl1	2447	2213	2926	2389	3555	2858
NA	28	51	75	201	225	188
Apobec4	18	10	22	174	178	311
Arpc5	5028	4669	5701	3299	4495	3912
NA	0	3	0	1	0	0
Ncf2	2451	1472	2201	3023	6246	4760
Smg7	4034	3588	6243	3313	4364	3893
Nmnat2	1181	1247	1830	2044	1951	2321
Lamc2	7367	8143	11874	13314	13260	14811
Lamc1	8850	11197	16270	8085	9242	7188
E330020D12Rik	0	5	4	0	4	2
Shcbp1l	8	3	16	3	7	6
Dhx9	7644	5755	11608	7279	9505	7177
Npl	252	263	3155	1509	1469	2310
Rgs8	0	0	4	6	2	0
C230024C17Rik	0	2	0	0	0	0
Rgs16	84	152	242	62	53	61
Rnasel	1218	2959	2232	714	682	969
Rgsl1	30	44	65	21	33	58
Teddm2	13	20	22	12	5	18
Teddm1b	2	8	2	5	4	2
Teddm1a	6	2	6	2	0	0
Glul	35681	32830	47703	6610	10627	9877
NA	0	0	0	0	0	0
NA	7	40	137	140	44	190
4930452N14Rik	0	0	0	0	0	0
Cacna1e	102	242	1256	166	143	300
Ier5	1327	2168	3222	2920	2931	5224
Mr1	1734	2962	3413	3348	3742	5339
Stx6	2263	2600	3509	2531	2952	3107
BC034090	230	408	566	307	210	395
NA	0	2	0	2	0	0
Xpr1	3672	5583	6630	4125	5158	5321
Gm5532	10	29	22	11	10	22
Acbd6	1453	2326	2925	1639	1686	2963
Lhx4	0	0	0	4	0	0
NA	0	1	1	2	3	3
Qsox1	3852	3982	4280	14823	20610	11357
Cep350	2880	2747	4996	3527	4806	4893
Tor1aip1	2995	4380	5949	2874	3271	4723
Tor1aip2	6279	6727	9052	5092	6943	6461
Fam163a	16	0	7	4	18	6
Tdrd5	4	18	9	20	46	16
Nphs2	2	4	6	15	54	8
Axdnd1	14	33	40	61	66	89
Soat1	2440	3137	5025	4648	5723	4875
Abl2	1862	1851	2827	1518	2196	1815
Tor3a	1133	1847	2623	1037	961	1256
Gm19918	0	0	0	0	0	0
Fam20b	4793	4521	7991	3361	4064	3635
Ralgps2	2008	2092	3602	1776	1988	1803
Angptl1	386	701	771	449	501	234
Tex35	5	2	13	2	1	4
Rasal2	1076	1377	2425	1916	2546	2445
2810025M15Rik	379	527	642	318	367	421
Cryzl2	958	1097	1627	1671	1937	2990
Sec16b	350	363	635	213	269	87
NA	0	0	2	0	4	0
Brinp2	132	111	600	35	39	22
Astn1	454	771	843	199	309	130
Mir488	0	0	0	0	0	0
Pappa2	337	544	196	267	665	115
1600012P17Rik	0	0	0	0	0	0
Cop1	1850	2274	2679	1401	2044	2083
Scarna3a	4	2	3	2	4	2
Tnr	0	0	0	4	2	4
4930523C07Rik	1312	1184	1949	648	816	874
4930562F07Rik	3	4	5	4	8	6
Tnn	33	134	38	29	22	26
Mrps14	1062	702	1359	998	1039	1095
Cacybp	1954	1530	2866	2689	2938	3115
Rabgap1l	3261	4059	6347	4965	5592	6013
Mir1927	2	0	0	0	1	0
Gpr52	0	0	1	0	1	2
Gm6177	2	7	13	4	0	2
Rc3h1	2899	3003	4796	2650	4287	4083
Serpinc1	6	9	10	18	9	13
Zbtb37	386	379	615	225	468	276
Gas5	4276	4202	7458	2483	3103	3655
NA	0	0	0	0	0	0
Snord47	26	7	38	9	12	9
Dars2	442	433	712	568	571	784
Cenpl	130	116	138	89	107	115
Klhl20	1090	1130	1795	787	1038	944
Ankrd45	230	232	451	1667	1928	2500
Tex50	7	14	9	34	46	35
Prdx6	4205	4485	6785	6419	6736	11073
Tnfsf4	2	2	3	2	8	4
Tnfsf18	4	5	14	20	31	34
Fasl	6	2	10	2	2	4
Suco	6885	10340	14436	10467	7532	7744
4930558K02Rik	2	5	0	0	2	2
Pigc	784	936	1296	921	915	1227
Dnm3	435	339	406	2485	4365	3334
2810442N19Rik	8	11	23	14	49	19
Dnm3os	209	274	607	131	112	77
Mir199a-2	0	0	0	0	0	0
Mir214	0	0	0	0	0	0
Mettl13	495	414	619	400	627	510
Vamp4	641	1016	1298	620	696	979
Myoc	17	644	523	61	21	117
Myocos	0	8	1	0	0	1
Prrc2c	11642	12128	18007	10092	16395	9056
Fmo4	31	30	23	100	175	43
Fmo1	213	337	497	125	80	106
Fmo2	1197	6288	5534	2394	1394	4718
Fmo6	0	2	1	8	9	19
Fmo3	2	9	1	2	0	2
Mroh9	0	0	0	0	0	0
Prrx1	4107	3421	5480	1023	1233	889
Gorab	505	594	905	482	600	615
Ntmt2	0	0	0	0	0	0
Kifap3	2278	2679	3827	5275	6148	7784
Scyl3	1067	1204	1748	1080	1239	1384
BC055324	188	145	260	336	373	438
Mettl18	140	207	256	200	161	316
Sele	31	14	23	6	18	6
Sell	52	43	45	2	18	12
Selp	305	400	342	56	126	90
Gm16548	4	11	4	0	0	0
F5	1999	404	414	14	46	20
Slc19a2	315	380	619	340	421	567
Ccdc181	1484	1522	2737	9822	10001	16752
Blzf1	835	667	1250	869	1076	1143
Nme7	740	820	1284	1486	1775	2607
Atp1b1	11365	12723	26255	1933	2060	2661
Dpt	4199	7294	9401	2825	1886	1765
Gm20743	6	21	39	4	2	6
Xcl1	8	22	12	0	2	2
1700029M03Rik	0	0	0	0	0	0
4930568G15Rik	1	0	0	5	0	4
Tbx19	0	1	0	0	0	0
Sft2d2	6020	8616	11332	7814	8538	10001
Tiprl	1392	1281	2005	1203	1533	1731
Gpr161	135	178	283	81	131	56
Dcaf6	2424	3341	5399	1946	2166	2981
Mpc2	2404	2505	3994	1422	1401	1633
Adcy10	17	39	68	6	6	6
Mpzl1	3921	5313	5519	3145	4441	2923
Gm19622	6	2	0	2	5	0
Rcsd1	489	876	1426	768	520	923
NA	6	0	2	4	0	0
Creg1	1773	2382	3531	3479	3874	5575
Cd247	25	27	59	48	57	93
Pou2f1	1149	1472	2261	1306	1629	1554
Styxl2	4	4	2	0	0	2
Gpa33	105	121	194	113	48	97
Mael	0	0	0	0	2	0
Ildr2	2099	3275	7190	16525	13393	18397
Gm15853	46	43	71	38	45	9
Tada1	738	779	1186	541	607	689
Pogk	1074	1655	2445	1242	1457	1407
Gm4846	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0
Gm16701	9	5	8	4	0	0
Fam78b	48	49	65	16	27	20
Uck2	549	616	952	543	706	486
Tmco1	2638	2720	3889	2355	2560	3197
NA	0	0	2	0	0	1
Aldh9a1	2955	4159	5400	3180	3222	3379
Mgst3	786	1381	1037	619	718	721
Lrrc52	0	2	2	0	0	0
NA	0	0	0	0	0	0
Rxrg	34	9	119	6	2	2
Lmx1a	3	6	17	40	31	50
Pbx1	13873	20954	30473	9963	11713	11837
Nuf2	93	52	39	55	73	78
Rgs5	244	931	965	282	431	156
NA	235	727	766	298	339	141
Rgs4	181	306	414	78	135	54
Ccdc190	38	109	149	663	410	717
Hsd17b7	317	105	343	214	360	130
3110045C21Rik	16	2	19	4	14	6
Ddr2	4729	6817	8886	1764	2355	1516
Uap1	2602	3073	3183	2371	2837	1907
Uhmk1	1026	964	1401	752	1144	852
Sh2d1b2	1	1	0	0	0	0
Gm6345	14	16	20	8	8	8
Sh2d1b1	34	51	73	24	5	18
Gm7694	617	742	1260	720	1069	892
Spata46	10	8	15	3	15	25
Nos1ap	298	433	598	268	359	240
Olfml2b	270	488	390	211	126	101
Atf6	4106	4528	5229	6113	8786	6966
Dusp12	462	540	826	395	445	391
Fcrlb	8	9	10	4	0	0
Fcrla	25	40	61	10	9	12
Fcgr2b	376	584	566	120	123	124
Fcgr4	265	450	470	80	42	42
Fcgr3	360	445	564	176	127	181
Cfap126	1480	1392	2527	8758	10474	16816
Sdhc	5743	5486	7377	4445	5319	4697
Mpz	21	107	171	97	59	147
Pcp4l1	5103	3675	6515	3366	4498	5013
Nr1i3	4	10	13	4	4	6
Tomm40l	915	834	1468	684	868	683
Apoa2	13	10	39	4	10	8
Fcer1g	752	859	907	269	254	223
Ndufs2	7121	7274	9308	5529	6546	5516
Adamts4	2129	1186	1418	1213	2738	589
B4galt3	2146	2162	3353	1725	2420	2172
Ppox	1432	1648	2462	1863	1907	2730
Usp21	1604	1811	3294	2359	2615	3078
Ufc1	1502	1512	1920	1495	1647	1523
NA	0	0	0	0	0	0
NA	56	76	133	32	48	37
Dedd	1480	1804	2407	1436	1715	1820
Nit1	1338	1567	1845	1242	1439	1846
Pfdn2	1247	1309	1930	1673	2049	2245
Klhdc9	489	569	913	1058	1205	1763
Nectin4	1441	1540	1979	3265	3115	5017
Arhgap30	399	429	562	147	165	159
Usf1	1580	2340	3044	1512	1535	2236
Tstd1	32	53	103	38	45	90
F11r	9937	10749	13999	8173	9310	11044
Alyref2	230	251	339	151	176	200
Itln1	0	0	0	0	6	3
Cd244a	70	44	66	22	51	38
Ly9	114	168	187	22	37	26
Slamf7	235	262	380	44	53	83
Cd48	123	176	204	45	39	46
NA	160	117	221	122	159	194
Slamf1	0	0	4	2	2	0
Cd84	103	135	194	66	42	41
Gm10521	3	8	2	4	1	3
NA	0	0	0	0	0	0
Slamf6	10	8	3	1	7	8
Vangl2	1501	1641	2806	1477	1584	1115
Nhlh1	0	0	0	0	2	0
Ncstn	6517	6797	8248	5517	6500	6452
Copa	14045	14153	19059	12299	16204	12916
Gm20101	0	0	0	1	0	1
Pex19	3127	3410	4840	2571	2941	3172
Dcaf8	9833	11921	15274	7397	9589	10862
Pea15a	12182	13831	20261	7807	6753	7010
Casq1	490	408	683	94	167	99
Atp1a4	0	2	11	2	0	5
Atp1a2	1616	5425	4824	1655	1237	1064
Igsf8	1672	2791	3132	1596	1651	2166
Kcnj9	2	2	15	2	2	6
Kcnj10	20	36	57	23	33	31
Pigm	1417	1249	2132	1460	1632	1729
NA	0	0	1	2	4	0
Slamf9	286	211	320	93	125	153
Igsf9	1171	1418	1996	2490	2923	4125
Tagln2	3894	4460	5706	8656	7177	8250
Cfap45	655	759	1288	7547	6826	8302
4933439K11Rik	63	94	189	131	257	210
Vsig8	10	11	8	17	14	52
Slamf8	73	60	111	35	16	21
Fcrl6	3	2	5	0	0	2
Dusp23	490	617	779	708	644	751
NA	9	6	12	7	13	11
Crp	4	0	8	6	2	10
Apcs	0	0	0	0	0	0
Or10j5	0	0	0	0	0	0
Or10j27	0	0	0	0	0	0
Or10j7	0	0	0	0	0	0
Or10j3	0	0	0	0	0	0
Or10j3b	0	0	0	0	0	0
Fcer1a	0	6	11	0	0	2
Or10j2	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0
Ackr1	128	187	127	42	71	60
Cadm3	230	221	273	123	116	55
Aim2	65	67	124	34	30	22
NA	89	125	72	13	25	8
Ifi214	7	2	0	0	0	0
Ifi213	50	92	79	6	13	6
Ifi209	215	223	189	45	37	26
Ifi208	75	96	71	14	29	6
NA	0	0	0	0	0	0
Ifi207	341	460	415	99	120	64
Ifi204	400	341	391	80	107	67
Ifi203-ps	68	28	69	20	18	15
Gm7897	0	0	0	0	0	0
Mndal	657	774	1062	205	205	145
Ifi211	150	163	110	41	44	30
Ifi203	742	975	1209	318	312	208
Ifi202b	2	0	0	0	6	4
Ifi205	166	124	224	32	45	19
Or10aa1	6	1	1	0	0	0
Or10aa3	0	1	0	0	0	0
Or6n2	0	0	0	0	0	0
Or6n1	0	0	0	0	0	0
Or6k14	0	0	0	0	0	0
Or6k6	0	0	0	0	0	0
Or6k4	0	0	0	0	0	0
Olfr421-ps1	0	0	0	0	0	0
Or6k2	0	0	0	0	0	0
Spta1	2	0	4	0	2	0
Or10z1	0	0	0	0	0	0
Mptx1	0	0	0	0	0	0
Or10x1	0	0	0	0	0	0
Or10x4	0	0	0	0	0	0
Or6p1	0	0	0	0	0	0
Or6y1	0	0	0	0	0	0
Fmn2	121	151	255	279	385	814
Grem2	3283	881	3975	196	1050	192
Rgs7	25	16	8	187	230	284
Fh1	2956	1935	3417	2018	2699	2231
Kmo	115	131	159	28	20	23
Opn3	174	107	104	49	127	64
Chml	728	376	704	280	523	339
Wdr64	0	0	0	2	0	0
Exo1	58	14	37	40	43	30
Pld5	6	6	0	6	8	11
Cep170	1143	1084	1909	833	1202	1082
Mir350	0	0	0	0	0	0
Sdccag8	606	672	1020	1487	1908	2617
Hmga2-ps1	60	61	100	30	16	15
Akt3	1989	2812	3627	1741	2479	2838
Zbtb18	3346	3042	4908	3483	4402	4340
2310043L19Rik	31	21	18	4	0	4
1700016C15Rik	1	4	6	13	36	18
Adss	3304	3761	5123	4739	5289	6229
Catspere1	2	1	4	1	3	3
Catspere2	14	26	46	27	27	30
Desi2	1368	1198	1769	634	979	722
Gm9982	7	10	15	8	14	8
4930527J03Rik	2	4	5	4	2	0
NA	447	479	644	424	423	563
B230369F24Rik	12	15	31	10	16	14
Cox20	854	728	1331	661	763	845
Hnrnpu	16649	15436	25294	15489	21626	20870
Efcab2	215	231	457	760	963	1264
Kif26b	734	791	1325	2548	3113	3922
Smyd3	380	724	984	1472	2034	2832
Tfb2m	776	818	1335	681	935	1007
Cnst	2080	2977	4396	2833	3009	3539
Sccpdh	1239	1088	1961	2091	2408	3211
Ahctf1	2223	2262	4262	1970	2903	2899
NA	0	0	3	0	5	3
Cdc42bpa	6884	8185	11659	11133	15907	14422
Coq8a	422	917	1136	400	304	1217
Psen2	963	892	1360	1169	1316	1548
Gm5069	42	57	100	61	56	83
Itpkb	2481	3684	5206	2944	3201	3084
Stum	105	373	713	171	33	50
Parp1	2876	3142	5111	3150	4111	3934
Lin9	231	296	323	207	220	296
Mixl1	0	0	0	0	1	0
Acbd3	2728	2765	4074	2222	2628	2406
Gm17275	0	0	0	0	0	1
H3f3a	6453	6430	8080	5666	6263	7198
Sde2	1371	1347	2125	1164	1399	1593
NA	8	2	10	1	6	0
Lefty2	3	2	2	1	0	4
NA	0	0	0	0	1	0
Pycr2	2529	2132	2399	1890	1932	1920
Lefty1	132	137	165	75	71	74
Tmem63a	2649	2999	4023	2308	2124	2528
Ephx1	9617	13977	17362	9983	8130	13576
Degs1l	36	41	30	34	11	14
Nvl	1246	1232	1879	1001	1214	1059
Cnih4	1803	1989	2830	1784	1905	2024
Wdr26	9325	10598	15022	8623	11464	10927
A430110L20Rik	79	59	102	40	55	96
Cnih3	0	5	26	2	0	4
Ccdc121rt1	179	167	276	1854	2011	3635
Dnah14	834	742	1397	304	356	188
Lbr	1233	1368	2238	1097	1216	1492
Gm5533	5	22	25	4	5	6
Enah	8412	6677	9700	9623	11606	11340
Srp9	2633	2965	3408	2507	3103	2768
Vmn1r1	0	0	0	0	0	0
Degs1	2606	2756	4229	3280	6119	3268
1700047M11Rik	5	0	0	0	0	0
Fbxo28	2337	2379	3836	2359	3225	2532
Trp53bp2	3893	4915	9064	8477	9523	14400
Capn2	4023	4680	7007	4467	4635	5498
Capn8	13	13	12	2	14	13
Ccdc185	0	0	0	0	0	0
Susd4	236	333	693	225	254	379
Tlr5	247	242	245	227	136	259
Disp1	1572	1665	2009	1583	2026	2153
Brox	2205	2145	3379	1930	2360	2406
Aida	1180	1382	2066	952	1058	1246
Mia3	7376	8748	10433	8432	10324	8629
Taf1a	786	714	1462	844	1219	1317
Hhipl2	28	37	30	26	32	44
1700056E22Rik	28	32	34	37	45	77
Dusp10	218	318	502	71	162	169
1700112H15Rik	0	0	0	0	0	0
4930488B22Rik	0	0	0	0	0	0
Hlx	162	160	202	50	105	82
Mtarc1	16	7	14	92	112	144
Mtarc2	3588	4376	5493	3190	2965	4775
Mir1981	0	0	0	0	0	0
C130074G19Rik	6507	10252	10620	3496	4392	5485
Mark1	441	689	1049	333	434	474
