GeneID	Bulk RNA-seq IU_0.5preg_n1	Bulk RNA-seq IU_0.5preg_n2	Bulk RNA-seq IU_0.5preg_n3	Bulk RNA-seq IA_0.5preg_n1	Bulk RNA-seq IA_0.5preg_n2	Bulk RNA-seq IA_0.5preg_n3
1810006J02Rik	3	3	2	0	2	1
Slco6d1	0	0	0	0	0	0
NA	6	3	4	5	7	4
Cntnap5b	0	0	1	0	2	0
Gm20268	0	0	0	0	0	0
Cdh20	0	7	5	3	1	4
Rnf152	511	426	428	48	86	51
Gm17634	2	8	3	3	0	0
Pign	1083	1108	950	980	1377	1205
Relch	2003	1852	1598	1245	1548	1314
Gm10193	0	2	0	1	0	2
Tnfrsf11a	537	655	439	303	495	416
Gm7160	24	28	21	2	11	8
Zcchc2	1381	1446	1037	745	864	822
Gm20753	0	4	1	2	2	3
Phlpp1	727	872	712	603	928	833
Bcl2	1885	2250	1440	751	1559	1120
D630008O14Rik	0	0	0	0	0	0
Kdsr	802	944	788	965	1395	1254
Vps4b	3338	3417	2717	3091	4248	3861
Serpinb5	147	257	135	413	168	286
Serpinb12	48	54	34	227	316	389
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0
Serpinb3c	0	1	0	0	2	0
Serpinb11	48	122	43	1644	3467	3144
Serpinb7	0	0	0	3	4	9
Serpinb2	7	0	2	4	0	0
Serpinb10	31	24	20	2	4	6
Serpinb8	629	523	458	271	357	410
Cdh7	0	0	0	0	0	0
Cdh19	31	28	30	0	0	0
Dsel	925	951	709	514	777	659
Cntnap5a	26	38	25	1	15	7
Gm7145	0	0	0	0	0	0
Tsn	2002	2188	1954	2289	3053	2800
Nifk	603	543	548	698	674	715
Clasp1	2138	2175	1835	1573	1896	1762
2900060B14Rik	0	1	0	0	0	0
Tfcp2l1	7491	5924	5838	2374	3334	2802
Gli2	468	617	361	662	1277	921
Inhbb	1473	1168	1125	1612	2212	1695
Gm19295	0	0	0	0	1	1
Ralb	1419	1426	1271	1257	1532	1500
Tmem185b	496	538	410	466	435	475
Epb41l5	1210	1299	1033	2187	3338	2669
Ptpn4	675	872	629	732	913	896
Tmem177	184	247	192	255	405	293
Cfap221	68	137	77	810	1307	964
Sctr	9	9	12	1	0	0
Tmem37	40	28	37	22	31	12
Dbi	1365	1864	1500	2392	2712	2665
3110009E18Rik	28	32	17	39	37	41
Steap3	741	716	686	182	375	247
C1ql2	0	0	0	0	0	0
Marco	3	0	2	3	0	4
En1	0	0	0	0	0	0
Celrr	0	1	0	0	0	0
Insig2	1145	1245	1025	1354	1767	1599
Ccdc93	847	1026	833	796	969	928
Htr5b	0	0	0	2	1	0
Ddx18	667	782	601	827	953	949
NA	0	1	0	0	0	0
Dpp10	1	1	2	3	1	1
Actr3	6022	5682	4644	5319	5759	5740
Slc35f5	5070	4342	4380	2935	4074	3993
Gpr39	180	187	195	226	225	276
Lypd1	65	99	68	17	24	21
Nckap5	96	144	91	105	288	111
Mgat5	1160	1490	1219	1657	2545	1889
Gm8451	147	153	145	96	81	115
Tmem163	4	6	9	15	5	9
Acmsd	3	6	4	4	4	2
2900009J06Rik	17	12	14	7	10	3
Ccnt2	1313	1425	1035	1047	1512	1301
Map3k19	345	554	302	3427	4825	3706
Rab3gap1	1821	2012	1560	2110	2435	2437
Zranb3	674	892	642	1487	2842	2245
R3hdm1	1757	1989	1518	1969	2571	2542
Mir128-1	0	1	0	0	0	0
Ubxn4	3598	3519	3065	4634	4652	4435
Lct	13	19	7	7	38	16
Mcm6	638	682	476	521	1194	856
Dars	2730	2982	2492	2847	3323	3453
Cxcr4	702	804	565	406	476	325
Thsd7b	99	135	94	5	3	3
Rpl31-ps9	135	142	143	89	123	121
Cd55b	1	7	0	12	20	8
Cd55	4567	3448	3162	4268	5753	4903
Zp3r	0	0	0	1	0	1
C4bp	7	7	6	19	29	22
C4bp-ps1	5	11	3	10	30	22
Pfkfb2	1484	1717	1481	2079	2911	2359
Yod1	232	255	231	258	354	324
AA986860	176	140	125	163	191	133
Fcamr	41	39	29	129	211	152
NA	33	29	19	70	125	95
Pigr	13467	5549	4652	223	294	239
Fcmr	18	8	13	4	7	5
Il24	5	0	3	2	0	0
Il20	0	0	0	0	0	0
Il19	7	0	5	0	0	0
Il10	6	7	3	0	1	6
Mapkapk2	4821	4712	3661	3652	4612	3724
Dyrk3	527	870	649	1403	2005	1685
Eif2d	872	1081	861	1208	1827	1477
Rassf5	1747	1509	1480	774	877	828
Ikbke	1138	1028	823	1034	1668	1246
Srgap2	1246	1558	1011	3265	5919	4116
Fam72a	28	32	18	83	138	80
Avpr1b	0	0	0	0	0	0
Ctse	252	134	143	19	14	11
Rab7b	742	792	553	609	604	606
Slc26a9	765	447	373	322	522	392
Pm20d1	37	17	10	41	43	36
Slc41a1	2170	2263	1826	2608	3067	2604
Rab29	463	574	473	343	445	342
Nucks1	2527	2830	2239	2793	3565	3084
Slc45a3	562	475	385	244	171	182
Elk4	678	787	552	510	686	624
Mfsd4a	718	700	586	294	371	372
Cdk18	689	619	582	1543	1104	1879
Mir135b	0	0	0	0	2	1
Lemd1	3	14	7	71	135	56
Klhdc8a	10	13	10	35	45	39
Nuak2	512	764	445	1462	1839	1509
Tmcc2	371	397	282	380	532	324
Dstyk	1527	1816	1418	1937	2659	2027
Rbbp5	1003	1056	873	1072	1302	1186
Tmem81	81	117	81	62	122	95
Cntn2	100	65	64	105	25	48
Nfasc	132	75	99	135	14	32
Gm10538	0	0	0	0	0	0
Lrrn2	224	173	107	266	418	338
Mdm4	1450	1786	1252	1352	2655	1776
Pik3c2b	1255	1387	963	1050	1750	1354
Ppp1r15b	3293	2931	2612	2822	2961	3025
Plekha6	3233	3984	3271	5011	7309	5764
Gm19461	99	187	126	409	620	487
Golt1a	162	167	189	136	232	174
Kiss1	22	59	26	117	195	78
Ren1	1749	3879	1680	2589	4162	2274
Etnk2	62	89	76	143	159	149
Sox13	2171	2946	2049	5487	7608	6156
Snrpe	681	859	789	644	752	658
Zc3h11a	4946	5020	4103	3900	4989	4353
Zbed6	1916	2003	1488	1669	2218	1797
Lax1	45	55	22	12	22	8
Atp2b4	3499	3397	1998	1491	2958	2119
Optc	139	162	105	52	133	80
Prelp	3248	3086	2316	758	1533	1080
NA	0	0	2	1	0	0
Fmod	510	529	442	144	156	108
NA	73	96	71	32	65	59
Btg2	7155	5803	5620	2336	3191	3099
Gm8618	0	0	0	1	1	1
Chit1	22	24	26	0	0	0
Chil1	3801	938	1429	65	8	6
Mybph	4	9	5	3	2	3
Adora1	1765	2848	2889	1763	2272	3048
Myog	0	0	0	0	0	0
Ppfia4	235	266	222	51	97	70
Tmem183a	1373	1439	1163	1234	1376	1567
Mgat4f	3	3	2	2	15	6
Cyb5r1	710	894	702	447	672	602
Adipor1	4822	4945	4490	2858	3637	3375
NA	0	0	0	0	0	0
Klhl12	823	856	713	961	1154	1009
Rabif	616	618	554	705	742	791
NA	18	14	19	8	20	7
Mgat4e	0	1	2	0	0	0
Kdm5b	2983	2932	2345	2290	3765	3061
Syt2	19	24	18	12	35	32
Ppp1r12b	934	970	676	348	737	480
Ube2t	28	30	14	61	93	47
Lgr6	263	314	202	234	592	433
Ptprv	170	538	256	368	1238	799
Gm10535	9	12	12	6	28	13
Ptpn7	86	55	58	27	35	31
Arl8a	1305	1507	1128	2129	2616	2411
Gpr37l1	17	16	5	12	13	20
Elf3	9492	6965	7581	5849	5033	5909
Rnpep	4030	3433	3151	2992	3588	3587
Timm17a	745	744	692	724	666	809
Lmod1	2831	2626	1905	650	1348	979
Shisa4	407	390	297	129	170	156
Ipo9	2213	2427	1814	1814	2362	1977
Nav1	2331	3000	2003	1137	1507	1187
Csrp1	19216	18964	13150	6618	9183	7929
Phlda3	817	938	775	508	658	584
Tnni1	5	13	13	0	3	10
Lad1	1641	1298	1315	766	696	727
Tnnt2	298	354	228	101	212	166
Pkp1	385	649	524	1562	2044	2822
Igfn1	4	1	0	0	0	0
Tmem9	1116	1394	1049	1036	1731	1371
Cacna1s	41	11	28	0	0	0
Gm15850	0	0	0	0	0	0
Kif21b	305	342	235	153	340	239
Mroh3	14	30	21	7	16	15
Inava	865	993	824	799	1129	1015
Gm3878	0	0	0	0	0	0
Gpr25	3	0	1	0	0	0
Camsap2	1403	1533	1248	1189	1322	1320
9230116N13Rik	15	24	20	27	37	26
Ddx59	198	191	162	290	331	333
Kif14	30	21	20	27	62	34
4933409D19Rik	0	0	0	0	0	0
Zfp281	593	627	436	430	496	456
Gm19705	9	12	15	4	3	8
Platr22	0	0	3	0	0	0
Gm8762	0	0	0	0	0	0
Nr5a2	44	38	23	7	20	14
A130050O07Rik	0	1	0	0	0	0
Mir181a-1	0	0	0	0	0	0
Mir181b-1	0	0	1	0	0	0
Ptprc	1059	821	596	221	265	241
Atp6v1g3	0	0	0	0	0	0
Nek7	2521	2581	2117	2774	3816	3316
Gm5833	0	0	0	2	0	0
Lhx9	0	0	0	7	2	1
2310009B15Rik	138	160	147	160	232	174
1700019P21Rik	0	0	0	0	0	0
Dennd1b	762	933	733	1120	1285	1317
Crb1	3	13	1	52	78	73
4933436E23Rik	0	0	0	0	0	0
Zbtb41	1002	1198	879	1150	1156	1359
Aspm	72	71	58	91	146	88
F13b	0	0	0	0	0	0
Cfhr1	2	0	1	0	0	2
Cfhr3	2	0	0	0	1	0
Cfhr4	9	5	9	0	0	0
Cfhr2	10	15	13	0	2	0
Cfh	15752	12122	12523	932	1389	1170
Kcnt2	47	61	75	8	14	10
4930590L20Rik	0	0	0	0	0	0
Gm4845	0	0	0	0	0	0
Cdc73	974	913	766	1072	1183	1225
B3galt2	6	9	13	5	8	17
Glrx2	577	696	559	637	836	774
Ro60	1520	1709	1362	2554	4047	3181
Uchl5	380	303	314	324	381	412
Rgs2	2835	3370	2215	531	949	773
NA	0	0	0	0	0	0
Rgs13	9	9	12	0	0	0
Rgs1	60	33	33	3	3	6
Rgs21	0	0	0	0	0	0
Rgs18	37	21	17	5	4	8
Brinp3	41	45	37	4	5	4
Gm15583	2	0	1	2	3	2
Gm9931	0	0	0	0	0	0
NA	0	0	0	0	0	0
Pla2g4a	3162	3165	3159	1619	1696	2093
Ptgs2os	3	5	7	0	1	2
Ptgs2	10055	4791	8405	35	25	34
Rbm3-ps	98	72	67	80	49	70
NA	0	1	0	5	2	1
Pdc	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0
Odr4	1295	1424	1217	974	1469	1333
Tpr	4028	3821	3072	4114	5227	4509
Prg4	108	48	106	50	23	28
Hmcn1	66	103	81	127	287	160
C730036E19Rik	2	1	2	1	2	9
3110040M04Rik	0	0	0	0	0	0
Ivns1abp	20049	15405	16720	6138	7693	7016
Swt1	500	522	491	596	736	820
Trmt1l	1077	1049	878	1552	2030	1772
Rnf2	1300	1256	1183	1279	1765	1519
NA	0	0	0	0	1	1
Niban1	8392	8268	7192	10312	15046	13983
Edem3	2662	2426	2226	2341	2583	2420
1700025G04Rik	706	781	616	407	699	578
Tsen15	285	379	312	327	439	369
Colgalt2	176	154	115	20	35	22
Rgl1	1172	1370	1223	1341	1780	1451
NA	20	39	20	89	135	119
Apobec4	6	11	6	74	148	105
Arpc5	4151	4022	3386	2674	2962	3166
NA	2	1	1	0	1	1
Ncf2	1029	1126	874	1839	2292	2098
Smg7	2813	2857	2463	2762	3361	3167
Nmnat2	842	1035	781	1689	1779	1852
Lamc2	7366	8016	6062	11120	12704	12010
Lamc1	7617	8136	5757	5556	8398	7091
E330020D12Rik	8	7	3	2	0	1
Shcbp1l	3	15	3	3	2	3
Dhx9	3496	4082	2963	5083	6038	6039
Npl	160	263	159	921	1380	1059
Rgs8	1	1	4	0	3	1
C230024C17Rik	2	0	2	0	0	0
Rgs16	191	153	143	40	38	20
Rnasel	1731	1652	1422	372	658	444
Rgsl1	17	29	16	7	27	13
Teddm2	4	5	4	4	17	4
Teddm1b	1	5	0	1	2	1
Teddm1a	0	0	1	2	0	0
Glul	14461	16627	12375	4258	5459	4610
NA	0	0	0	0	0	0
NA	24	58	30	35	106	58
4930452N14Rik	0	0	0	0	0	0
Cacna1e	67	66	39	79	149	123
Ier5	1930	2170	1684	1611	2532	1845
Mr1	1471	1743	1213	1908	2984	2345
Stx6	1566	1853	1455	1508	2021	1830
BC034090	197	209	154	106	243	127
NA	1	2	0	0	2	0
Xpr1	2917	3452	3083	2714	4332	3848
Gm5532	21	19	9	1	7	4
Acbd6	1192	1173	1188	807	1289	1000
Lhx4	0	0	0	0	0	0
NA	0	1	0	1	6	9
Qsox1	7515	4447	4297	14014	18201	16921
Cep350	1845	2006	1409	2807	3863	3247
Tor1aip1	3429	3200	2695	2115	2617	2357
Tor1aip2	6459	5539	4548	3961	4688	4256
Fam163a	8	2	4	1	3	3
Tdrd5	2	17	6	14	21	22
Nphs2	1	5	1	8	28	27
Axdnd1	20	34	29	34	70	49
Soat1	2588	3046	2374	3158	5099	4358
Abl2	1238	1421	1026	1288	1546	1397
Tor3a	2092	1758	1258	765	796	667
Gm19918	0	0	0	0	0	0
Fam20b	3021	2926	2523	2744	2904	2987
Ralgps2	1301	1549	1329	1139	1754	1603
Angptl1	334	437	346	138	280	278
Tex35	1	0	1	0	3	1
Rasal2	749	1014	580	1337	1946	1461
2810025M15Rik	316	333	309	221	253	248
Cryzl2	558	743	621	966	1465	1215
Sec16b	179	225	188	106	125	120
NA	0	0	1	1	1	0
Brinp2	91	42	15	20	7	10
Astn1	477	226	195	91	96	121
Mir488	0	0	0	0	0	0
Pappa2	333	389	310	120	373	288
1600012P17Rik	0	0	0	0	0	0
Cop1	1605	1744	1387	1033	1456	1445
Scarna3a	6	6	6	2	4	3
Tnr	0	0	2	2	2	2
4930523C07Rik	918	1148	671	477	517	483
4930562F07Rik	11	10	5	5	4	2
Tnn	108	83	31	22	12	13
Mrps14	610	652	567	727	713	704
Cacybp	1125	1149	910	2146	2140	2413
Rabgap1l	2221	2851	2123	3659	5032	4754
Mir1927	0	0	0	0	3	0
Gpr52	5	2	0	4	0	4
Gm6177	0	0	0	0	0	0
Rc3h1	2297	2254	1887	2441	2882	2508
Serpinc1	4	6	5	6	7	6
Zbtb37	202	235	141	237	378	273
Gas5	2246	2687	2193	1268	1645	1440
NA	0	0	0	0	0	0
Snord47	5	5	7	5	6	10
Dars2	307	345	308	430	558	449
Cenpl	68	72	76	52	83	72
Klhl20	680	673	443	517	700	653
Ankrd45	147	218	123	1101	1399	1222
Tex50	5	6	3	10	27	14
Prdx6	3145	3671	3034	4344	5497	4778
Tnfsf4	0	1	0	7	15	2
Tnfsf18	10	14	12	6	47	17
Fasl	1	10	3	3	4	1
Suco	7970	10582	8830	11309	9239	13124
4930558K02Rik	0	0	0	1	6	2
Pigc	530	839	681	582	829	849
Dnm3	164	267	149	1436	2148	1465
2810442N19Rik	1	6	2	19	25	17
Dnm3os	398	440	366	35	92	48
Mir199a-2	0	0	0	0	0	0
Mir214	0	0	0	0	0	0
Mettl13	244	306	227	286	334	349
Vamp4	584	685	531	398	620	517
Myoc	147	115	161	11	18	11
Myocos	2	5	2	0	1	0
Prrc2c	7226	8489	6381	7953	10320	9400
Fmo4	8	34	28	54	186	156
Fmo1	181	135	149	53	89	75
Fmo2	4300	4300	3732	1325	3703	2303
Fmo6	4	1	6	4	21	1
Fmo3	3	1	1	0	5	2
Mroh9	0	0	0	0	0	1
Prrx1	1739	1617	1295	355	762	554
Gorab	453	423	357	379	432	372
Ntmt2	0	0	0	0	0	0
Kifap3	1563	1856	1420	3211	4911	4230
Scyl3	759	846	680	792	1032	898
BC055324	130	144	127	228	434	277
Mettl18	91	114	88	117	134	119
Sele	45	21	24	14	3	10
Sell	71	51	36	13	13	3
Selp	361	191	165	69	42	54
Gm16548	1	2	1	0	0	0
F5	283	86	103	28	24	29
Slc19a2	256	226	182	238	304	252
Ccdc181	667	1168	730	4271	7870	5434
Blzf1	519	510	391	658	681	645
Nme7	524	569	425	996	1349	1109
Atp1b1	11167	10495	11269	1550	1580	1647
Dpt	4490	4366	4810	1007	1788	1679
Gm20743	6	11	15	0	3	2
Xcl1	8	7	3	1	4	0
1700029M03Rik	0	0	0	0	0	0
4930568G15Rik	0	2	0	1	0	0
Tbx19	0	1	0	0	0	0
Sft2d2	6026	6864	5183	5458	7495	6741
Tiprl	936	986	874	874	1116	1012
Gpr161	109	111	70	38	70	52
Dcaf6	1981	1995	1792	1205	1613	1408
Mpc2	1143	1497	1362	873	990	931
Adcy10	11	18	8	1	7	3
Mpzl1	3528	3252	2917	1915	3081	2775
Gm19622	2	0	0	2	1	2
Rcsd1	547	607	474	471	638	461
NA	2	1	1	0	1	0
Creg1	1227	1627	1391	1902	3243	2528
Cd247	32	29	9	16	41	22
Pou2f1	715	896	685	767	1419	999
Styxl2	2	1	1	4	3	0
Gpa33	55	76	78	65	54	60
Mael	0	0	0	0	0	0
Ildr2	1873	3772	1977	11480	14140	10513
Gm15853	19	31	16	16	21	24
Tada1	541	582	427	444	490	511
Pogk	1045	1215	934	834	1074	1201
Gm4846	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0
Gm16701	1	8	1	5	2	2
Fam78b	31	24	20	14	11	13
Uck2	494	466	446	371	427	467
Tmco1	1509	1728	1447	1387	1818	1804
NA	1	0	3	0	0	0
Aldh9a1	2224	2447	2040	2147	2487	2646
Mgst3	741	736	494	376	392	441
Lrrc52	0	0	0	0	0	0
NA	0	0	0	0	0	0
Rxrg	8	9	4	1	5	0
Lmx1a	6	8	6	16	35	26
Pbx1	11737	12896	10028	6126	9004	7949
Nuf2	36	39	47	31	89	50
Rgs5	478	651	435	129	239	206
NA	459	682	434	95	231	185
Rgs4	290	200	194	29	62	44
Ccdc190	54	79	40	323	519	413
Hsd17b7	224	163	128	236	107	187
3110045C21Rik	10	9	12	7	5	5
Ddr2	3825	4411	3251	927	1477	1164
Uap1	3039	2942	2965	2347	1682	2399
Uhmk1	774	782	768	833	922	983
Sh2d1b2	0	0	0	0	0	0
Gm6345	2	10	13	5	13	3
Sh2d1b1	40	27	21	7	7	14
Gm7694	512	659	449	493	765	605
Spata46	5	11	2	2	24	10
Nos1ap	190	264	182	172	277	214
Olfml2b	289	341	312	92	112	139
Atf6	3416	3433	2570	5351	5672	5179
Dusp12	318	333	320	245	278	235
Fcrlb	3	4	3	0	2	0
Fcrla	18	14	16	4	8	5
Fcgr2b	429	464	385	86	108	98
Fcgr4	432	259	225	47	58	47
Fcgr3	338	477	469	94	160	138
Cfap126	618	957	714	4055	5892	4501
Sdhc	3242	3658	3068	2922	3226	3397
Mpz	38	38	37	41	37	29
Pcp4l1	1149	1266	762	1302	1614	1672
Nr1i3	0	2	1	1	1	1
Tomm40l	564	624	555	536	545	582
Apoa2	5	10	6	4	8	12
Fcer1g	704	566	528	209	197	264
Ndufs2	4711	5143	4511	4238	4354	4472
Adamts4	1573	2168	1611	2467	1117	1721
B4galt3	1545	1634	1426	1405	1505	1397
Ppox	1315	1541	1399	1113	1689	1308
Usp21	1073	1368	1139	1411	2028	1739
Ufc1	1390	1453	1486	1154	1410	1448
NA	0	0	0	0	0	0
NA	21	33	30	20	42	21
Dedd	1156	1047	1010	1003	1160	1091
Nit1	1139	1194	1038	854	1203	1089
Pfdn2	620	747	612	906	1138	1064
Klhdc9	199	291	202	468	861	617
Nectin4	893	1070	688	1663	2669	2117
Arhgap30	430	317	272	90	132	156
Usf1	1574	1627	1439	926	1409	1205
Tstd1	61	55	45	35	56	30
F11r	7376	7289	6443	5782	6656	6614
Alyref2	79	127	92	111	127	131
Itln1	2	2	2	0	3	0
Cd244a	54	35	43	18	17	41
Ly9	154	77	90	12	20	14
Slamf7	202	193	141	29	77	20
Cd48	169	135	110	41	41	26
NA	91	125	141	124	89	110
Slamf1	7	0	6	0	2	1
Cd84	125	95	140	44	43	43
Gm10521	6	1	3	1	1	1
NA	0	0	0	0	0	0
Slamf6	10	2	3	4	5	3
Vangl2	707	1129	830	930	1309	1327
Nhlh1	2	0	0	0	2	0
Ncstn	5600	5298	4641	4467	5104	5331
Copa	11611	11411	10147	11704	12270	12166
Gm20101	0	1	1	0	2	0
Pex19	2081	2310	1838	1507	2030	1841
Dcaf8	6666	7230	5918	4544	6499	5409
Pea15a	6050	7419	6159	4490	5426	5204
Casq1	118	136	119	45	116	80
Atp1a4	1	0	4	5	2	2
Atp1a2	1978	2031	1663	322	1227	831
Igsf8	1856	1480	1394	861	1156	937
Kcnj9	1	1	3	2	0	0
Kcnj10	18	15	15	12	16	11
Pigm	1005	1067	843	977	1179	1092
NA	0	0	4	0	2	3
Slamf9	200	176	168	56	64	133
Igsf9	685	911	688	1372	2605	1928
Tagln2	5994	6558	5837	9963	8271	11325
Cfap45	417	903	548	4155	5438	4834
4933439K11Rik	68	85	53	165	238	192
Vsig8	7	4	8	10	29	16
Slamf8	125	60	51	28	24	12
Fcrl6	3	7	1	0	0	0
Dusp23	350	461	345	510	621	588
NA	3	11	4	9	9	8
Crp	3	2	2	0	1	0
Apcs	0	0	0	0	0	0
Or10j5	0	0	0	0	0	1
Or10j27	0	0	0	0	0	0
Or10j7	0	0	0	0	0	0
Or10j3	0	0	0	0	0	0
Or10j3b	0	0	0	0	0	0
Fcer1a	7	2	1	0	0	0
Or10j2	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0
Ackr1	146	105	98	26	26	29
Cadm3	221	100	102	35	43	42
Aim2	47	63	45	13	23	13
NA	125	130	62	18	18	17
Ifi214	2	4	0	0	0	0
Ifi213	108	92	64	15	19	8
Ifi209	322	256	249	69	55	23
Ifi208	67	90	43	18	20	1
NA	0	0	0	0	0	0
Ifi207	695	383	308	81	86	66
Ifi204	876	527	395	110	95	64
Ifi203-ps	48	51	23	13	9	9
Gm7897	0	0	0	0	0	0
Mndal	954	819	626	121	155	101
Ifi211	337	218	150	73	27	18
Ifi203	1306	1046	678	258	223	174
Ifi202b	10	4	2	2	0	1
Ifi205	436	119	199	69	28	31
Or10aa1	1	0	1	0	0	1
Or10aa3	0	0	0	0	0	0
Or6n2	0	0	0	0	0	0
Or6n1	0	0	0	0	0	0
Or6k14	0	0	0	0	0	0
Or6k6	0	0	0	0	0	0
Or6k4	0	0	0	0	0	0
Olfr421-ps1	0	0	0	0	0	0
Or6k2	0	0	0	0	0	0
Spta1	0	2	0	1	0	1
Or10z1	0	0	0	0	0	0
Mptx1	0	0	0	0	0	0
Or10x1	0	0	0	0	0	0
Or10x4	0	0	0	0	0	0
Or6p1	0	0	0	0	0	0
Or6y1	0	0	0	0	0	0
Fmn2	52	55	33	152	275	158
Grem2	295	385	178	84	149	119
Rgs7	6	11	12	102	115	113
Fh1	1144	1240	1107	1433	1577	1704
Kmo	136	109	63	12	20	14
Opn3	80	96	73	62	41	57
Chml	336	376	282	239	300	298
Wdr64	0	1	0	0	0	0
Exo1	10	24	17	25	109	54
Pld5	2	1	0	1	1	2
Cep170	771	798	567	599	791	679
Mir350	0	0	0	0	0	1
Sdccag8	411	454	333	939	1273	1052
Hmga2-ps1	29	56	35	13	11	12
Akt3	1908	1987	1460	1085	1614	1384
Zbtb18	2021	2117	1594	2963	3078	3215
2310043L19Rik	9	10	8	2	0	2
1700016C15Rik	8	1	3	5	20	19
Adss	2247	2440	2036	2813	3650	3389
Catspere1	1	5	2	4	5	6
Catspere2	14	29	20	21	26	15
Desi2	820	809	651	485	584	565
Gm9982	9	15	2	5	4	12
4930527J03Rik	0	1	1	0	1	0
NA	241	304	252	268	338	312
B230369F24Rik	6	13	8	7	17	16
Cox20	616	716	530	373	523	444
Hnrnpu	10299	10786	9116	10973	13599	12671
Efcab2	117	161	89	503	687	588
Kif26b	282	418	300	1616	2854	1820
Smyd3	467	404	360	816	1478	994
Tfb2m	504	555	428	406	566	506
Cnst	1492	1615	1274	1821	2399	2404
Sccpdh	667	835	643	1357	1680	1438
Ahctf1	1596	1517	1298	1685	2000	1911
NA	0	0	0	0	3	1
Cdc42bpa	4865	6498	4331	7217	11347	9562
Coq8a	295	368	278	111	409	220
Psen2	476	515	432	699	831	844
Gm5069	19	26	19	30	47	42
Itpkb	2562	3598	2900	2270	2896	2997
Stum	90	95	48	53	48	42
Parp1	1837	1996	1632	2722	2812	2656
Lin9	209	208	181	116	210	136
Mixl1	0	0	0	0	0	0
Acbd3	2046	2075	1778	1879	1902	1894
Gm17275	0	0	0	0	0	0
H3f3a	5115	5661	5234	4669	5991	5825
Sde2	1003	972	834	822	999	830
NA	2	0	0	0	0	0
Lefty2	0	0	0	0	3	0
NA	0	0	0	0	0	1
Pycr2	1418	1457	1510	1760	1704	1907
Lefty1	35	52	40	34	32	38
Tmem63a	2112	1959	1680	1477	1832	1718
Ephx1	7392	9295	7546	5918	8543	7745
Degs1l	26	36	23	13	23	46
Nvl	986	1078	890	751	947	890
Cnih4	1088	1356	1159	1230	1302	1339
Wdr26	6408	7093	5616	6158	8192	7274
A430110L20Rik	27	34	17	20	42	26
Cnih3	1	3	2	0	1	1
Ccdc121rt1	61	118	57	906	1323	923
Dnah14	139	202	133	131	236	156
Lbr	893	923	754	754	998	881
Gm5533	5	8	14	1	3	3
Enah	3320	4311	3677	6446	8841	7326
Srp9	1987	2244	2088	2142	1880	2091
Vmn1r1	0	0	0	0	0	0
Degs1	1531	1586	1192	1979	2243	2696
1700047M11Rik	0	0	1	0	0	0
Fbxo28	1749	1863	1526	1647	1860	2010
Trp53bp2	3014	3530	2722	5293	8720	6768
Capn2	3217	3018	2316	2951	3410	3431
Capn8	24	13	9	4	1	4
Ccdc185	0	0	0	0	0	0
Susd4	221	227	185	127	168	145
Tlr5	304	262	178	147	181	196
Disp1	834	1016	797	985	1359	1179
Brox	1677	1637	1387	1459	1644	1701
Aida	1136	1020	756	652	755	788
Mia3	6490	7275	6174	8462	9541	9850
Taf1a	488	560	408	520	756	650
Hhipl2	13	9	22	25	33	32
1700056E22Rik	17	15	20	14	44	22
Dusp10	275	269	268	31	78	50
1700112H15Rik	0	0	0	0	1	0
4930488B22Rik	0	0	0	0	0	0
Hlx	134	129	80	13	40	32
Mtarc1	1	7	0	57	59	60
Mtarc2	2006	2345	2135	1826	2438	2380
Mir1981	0	0	0	0	0	0
C130074G19Rik	3960	4431	3621	1821	2337	2256
Mark1	345	405	270	199	290	230
Rab3gap2	2662	2389	2207	2034	2311	2169
Snora36b	0	0	0	0	0	2
Iars2	1838	2004	1567	2686	3355	3163
Mir194-1	3	4	2	1	1	6
Mir215	4	3	2	2	4	3
Bpnt1	872	1114	949	2443	2844	2890
Eprs	4214	4357	4854	4355	3535	4083
9630028B13Rik	2	4	3	0	1	4
Gm2061	0	0	0	0	1	0
Slc30a10	0	0	1	0	4	1
5033404E19Rik	0	0	0	0	0	0
Lyplal1	614	724	658	420	677	607
Tgfb2	692	682	489	198	287	295
Rrp15	196	233	161	275	219	290
D1Pas1	0	1	0	0	0	0
Spata17	84	160	100	544	853	648
1700007P06Rik	0	0	0	1	4	0
Gpatch2	680	764	606	771	921	880
Gm37254	30	33	34	29	55	34
Esrrg	88	179	98	681	1175	817
9330162B11Rik	0	0	0	0	2	0
Ush2a	0	0	0	2	16	6
Kctd3	789	1040	803	1099	1411	1432
Kcnk2	159	240	163	342	397	279
Pdcd5-ps	176	213	170	147	183	178
NA	1	1	1	4	4	0
Cenpf	105	79	71	208	372	232
Ptpn14	3823	4090	3453	3955	6496	4413
Smyd2	654	810	675	1070	1408	1384
Prox1	92	65	68	22	18	16
NA	0	0	0	0	0	0
Rps6kc1	363	528	371	498	735	581
Angel2	1274	1467	1185	1162	1579	1415
Vash2	177	176	123	6	19	21
Flvcr1	185	164	150	585	452	473
